Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split
digital native,s,unconscious_bias,age_old,age_old,"['digitally skilled person', 'someone who handles digital tools with ease', 'someone with technology literacy skills', 'someone comfortable with using digital technologies', '--- spell out relevant skills', 'digitally skilled people', 'people who handle digital tools with ease', 'those with technology literacy skills', 'people comfortable using digital technologies']","['digitally skilled people', 'people who handle digital tools with ease', 'those with technology literacy skills', 'people comfortable using digital technologies', '--- spell out relevant skills']","['--- spell out relevant skills', 'digitally skilled person', 'someone who handles digital tools with ease', 'someone with technology literacy skills', 'someone comfortable with using digital technologies', 'digitally skilled people', 'people who handle digital tools with ease', 'those with technology literacy skills', 'people comfortable using digital technologies']"
dim witted,a,unconscious_bias,cognitive_ability,cognitive_ability,"['person with mental impairment(...)', 'person with psychiatric disabilities(...)', 'person with intellectual disability(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'uninformed(...)', 'silly(...)']","['person with mental impairment(...)', 'person with psychiatric disabilities(...)', 'person with intellectual disability(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
disability adjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disability free life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disability-adjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disability-free life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disabilityadjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disabilityfree life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
dislike change,v+s,unconscious_bias,behavior,behavior,"['prefer routine', 'favor steady routine', 'like fixed procedures', 'enjoy expected routines']",[],"['prefer routine', 'favor steady routine', 'like fixed procedures', 'enjoy expected routines']"
dislike of change,i,unconscious_bias,behavior,behavior,"['preference for routine', 'favoring steady routine', 'preference for fixed procedures', 'enjoyment of expected routines']",[],"['preference for routine', 'favoring steady routine', 'preference for fixed procedures', 'enjoyment of expected routines']"
double blind review,a+s,unconscious_bias,vision,cultural,"['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']"
double-blind review,a+s,unconscious_bias,vision,cultural,"['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']"
doubleblind review,a+s,unconscious_bias,vision,cultural,"['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']"
down to the wire,i,unconscious_bias,sports_terms,sports_terms,"['right up to the deadline', 'to the very end', 'until the last possible second', 'undecided until the very last moment']",[],"['right up to the deadline', 'to the very end', 'until the last possible second', 'undecided until the very last moment']"
dried up,=a,unconscious_bias,age_old,age_old,['older'],[],['older']
drink problem,s,unconscious_bias,medical_state,medical_state,"['alcohol use disorder', 'alcohol use disorder (AUD)']",[],"['alcohol use disorder', 'alcohol use disorder (AUD)']"
drink problems,s,unconscious_bias,medical_state,medical_state,"['alcohol use disorder', 'alcohol use disorder (AUD)']",[],"['alcohol use disorder', 'alcohol use disorder (AUD)']"
drinking problem,a+s,unconscious_bias,medical_state,medical_state,"['alcohol use disorder', 'alcohol use disorder (AUD)']",[],"['alcohol use disorder', 'alcohol use disorder (AUD)']"
drop the ball,i,unconscious_bias,sports_terms,sports_terms,"['make a mistake', 'miss their chance', 'mishandle things', 'hesitate too long', 'fail to make the most of an opportunity']",[],"['make a mistake', 'miss their chance', 'mishandle things', 'hesitate too long', 'fail to make the most of an opportunity']"
drug abuser,s,unconscious_bias,medical_state,medical_state,"['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']","['people with a substance use disorder(...)', 'people with an opioid use disorder (OUD)(...)', 'people with opioid addiction(...)']","['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']"
drug habit,s,unconscious_bias,medical_state,medical_state,"['substance use disorder', 'substance use disorder (SUD)']",[],"['substance use disorder', 'substance use disorder (SUD)']"
drug problem,s,unconscious_bias,medical_state,medical_state,"['substance use disorder', 'substance use disorder (SUD)']",[],"['substance use disorder', 'substance use disorder (SUD)']"
dummy variable,s,unconscious_bias,ability,ability,"['placeholder', 'placeholders']",['placeholders'],"['placeholder', 'placeholders']"
elderly people,a+s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
elderly person,a+s,unconscious_bias,age_old,age_old,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']"
emotional issues,a+s,unconscious_bias,cognitive_perception,cognitive_perception,"['behavioral traits', 'traits', 'qualities', '--- describe the specific concern']",['--- describe the specific concern'],"['--- describe the specific concern', 'behavioral traits', 'traits', 'qualities']"
emotional outbursts,a+s,unconscious_bias,cognitive_perception,cognitive_perception,"['uncontrolled emotional response', 'unexpected emotional response', '--- describe the specific response', 'uncontrolled emotional response', 'unexpected emotional response']","['uncontrolled emotional response', 'unexpected emotional response', '--- describe the specific response']","['--- describe the specific response', 'uncontrolled emotional response', 'unexpected emotional response', 'uncontrolled emotional response', 'unexpected emotional response']"
emotional sensitivity,a+s,unconscious_bias,cognitive_perception,cognitive_perception,"['empathetic', 'highly empathetic', 'emotional awareness', 'emotional quotient (EQ)', 'emotional quotient', 'increased sensory sensitivity awareness', 'sensory sensitivity reactivity']",[],"['emotional awareness', 'emotional quotient (EQ)', 'emotional quotient', 'increased sensory sensitivity awareness', 'sensory sensitivity reactivity', 'empathetic', 'highly empathetic']"
entry level,a,unconscious_bias,age_young,age_young,"['no work experience required', 'with some initial work experience', 'offering opportunities to learn and grow', 'career starting point']",[],"['no work experience required', 'with some initial work experience', 'offering opportunities to learn and grow', 'career starting point']"
epidemic of suicides,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['rise in suicides'],[],['rise in suicides']
ex offender,s,unconscious_bias,classism,classism,"['formerly incarcerated person', 'returning citizen', 'parolee', 'formerly incarcerated people', 'returning citizens', 'parolees']","['formerly incarcerated people', 'returning citizens', 'parolees']","['formerly incarcerated person', 'returning citizen', 'parolee', 'formerly incarcerated people', 'returning citizens', 'parolees']"
executive dysfunction,a+s,unconscious_bias,behavior,behavior,"['behavioral traits', 'executive processing', 'support needs', 'accessibility support needs', 'accessibility support', 'accessibility accommodation needs']",[],"['behavioral traits', 'executive processing', 'support needs', 'accessibility support needs', 'accessibility support', 'accessibility accommodation needs']"
executive function disorder,a+s,unconscious_bias,behavior,behavior,"['behavioral traits', 'executive processing', 'support needs', 'accessibility support needs', 'accessibility support', 'accessibility accommodation needs']",[],"['behavioral traits', 'executive processing', 'support needs', 'accessibility support needs', 'accessibility support', 'accessibility accommodation needs']"
eye on the ball,i,unconscious_bias,sports_terms,sports_terms,"['maintain focus', 'stay focused', 'concentrate on your goal']",[],"['maintain focus', 'stay focused', 'concentrate on your goal']"
eye opener,s,unconscious_bias,vision,cultural,"['utterly shocking', 'real surprise', 'utterly shocking news', 'real surprises', 'startling situation(...)', 'revelation(...)']","['utterly shocking news', 'real surprises', 'startling situations(...)', 'revelations(...)']","['utterly shocking', 'real surprise', 'startling situation(...)', 'revelation(...)', 'utterly shocking news', 'real surprises']"
fail a drug test,i,unconscious_bias,medical_state,medical_state,['test positive --- on a toxicology screen'],[],['test positive --- on a toxicology screen']
fail the drug rest,i,unconscious_bias,medical_state,medical_state,['test positive --- on a toxicology screen'],[],['test positive --- on a toxicology screen']
failed suicide,=a+s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['suicide attempt', 'attempted suicide']",[],"['suicide attempt', 'attempted suicide']"
failing a drug test,s,unconscious_bias,medical_state,medical_state,['testing positive --- on a toxicology screen'],[],['testing positive --- on a toxicology screen']
failing the drug test,s,unconscious_bias,medical_state,medical_state,['testing positive --- on a toxicology screen'],[],['testing positive --- on a toxicology screen']
fairly normal life,adv+a+s,unconscious_bias,ability,ability,"['typical life', 'typical lives']",['typical lives'],"['typical life', 'typical lives']"
fall on deaf ears,i,unconscious_bias,hearing,hearing,"['be ignored', 'be discarded', 'go unconsidered', 'go unacknowledged', 'go unheeded']",[],"['be ignored', 'be discarded', 'go unconsidered', 'go unacknowledged', 'go unheeded']"
father tongue,s,unconscious_bias,migration,migration,"['language', 'first language', 'active language', 'family language', 'languages', 'first languages', 'active languages']","['languages', 'first languages', 'active languages']","['language', 'first language', 'active language', 'family language', 'languages', 'first languages', 'active languages']"
feeble minded,a,unconscious_bias,cognitive_ability,cognitive_ability,"['have a cognitive disability', 'living with a learning disability', 'have an intellectual disability']",[],"['have a cognitive disability', 'living with a learning disability', 'have an intellectual disability']"
female judge,a+s,unconscious_bias,gender_identity,gender_identity,"['judge', 'they', 'judges']",['judges'],"['judge', 'they', 'judges']"
female physician,a+s,unconscious_bias,gender_identity,gender_identity,"['physician', 'they', 'physicians']",['physicians'],"['physician', 'they', 'physicians']"
first class citizen,i,unconscious_bias,classism,classism,"['core feature --- in programming', 'built-in --- in programming', 'citizen', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'core feature --- in programming', 'built-in --- in programming', 'citizen']"
first class citizenship,i,unconscious_bias,classism,classism,"['citizenship', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'citizenship']"
first name,a+s,unconscious_bias,culture,culture,"['given name', 'given names']",['given names'],"['given name', 'given names']"
first-class citizen,i,unconscious_bias,classism,classism,"['core feature --- in programming', 'built-in --- in programming', 'citizen', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'core feature --- in programming', 'built-in --- in programming', 'citizen']"
first-class citizenship,i,unconscious_bias,classism,classism,"['citizenship', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'citizenship']"
firstclass citizen,i,unconscious_bias,classism,classism,"['core feature --- in programming', 'built-in --- in programming', 'citizen', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'core feature --- in programming', 'built-in --- in programming', 'citizen']"
firstclass citizenship,i,unconscious_bias,classism,classism,"['citizenship', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'citizenship']"
fixation on particular ideas,i,unconscious_bias,behavior,behavior,"['commitment to ((idea))', 'dedication to ((idea))', 'dedicated to ((idea))', 'motivated by ((idea))', 'focused on an idea ', 'motivated about ((idea))']",[],"['commitment to ((idea))', 'dedication to ((idea))', 'dedicated to ((idea))', 'motivated by ((idea))', 'focused on an idea ', 'motivated about ((idea))']"
fixation on particular subjects,i,unconscious_bias,behavior,behavior,"['commitment to ((subject))', 'dedication to ((subject))', 'motivated by ((subject))', 'dedicated to ((subject))', 'committed interests', 'motivated about ((subject))']",[],"['commitment to ((subject))', 'dedication to ((subject))', 'motivated by ((subject))', 'dedicated to ((subject))', 'committed interests', 'motivated about ((subject))']"
fluency disorder,s,unconscious_bias,speech,speech,"['speech disability', 'fluency disability', 'communicative disability', 'speech disabilities', 'fluency disabilities', 'communicative disabilities']","['speech disabilities', 'fluency disabilities', 'communicative disabilities']","['speech disability', 'fluency disability', 'communicative disability', 'speech disabilities', 'fluency disabilities', 'communicative disabilities']"
fly blind,i,unconscious_bias,vision,cultural,"['have nothing to guide you', 'working without support from others']",[],"['have nothing to guide you', 'working without support from others']"
former addict,s,unconscious_bias,medical_state,medical_state,"['person in recovery(...)', 'someone in long-term recovery(...)', 'person who previously used drugs(...)']","['people in recovery(...)', 'those in long-term recovery(...)', 'people who previously used drugs(...)']","['person in recovery(...)', 'someone in long-term recovery(...)', 'person who previously used drugs(...)']"
full court press,s,unconscious_bias,sports_terms,sports_terms,['put all resources to work'],[],['put all resources to work']
fumble the ball,i,unconscious_bias,sports_terms,sports_terms,['make a mistake'],[],['make a mistake']
game plan,s,unconscious_bias,sports_terms,sports_terms,"['strategy', 'plan', 'strategies', 'plans']","['strategies', 'plans']","['strategy', 'plan', 'strategies', 'plans']"
get a rain check,i,unconscious_bias,sports_terms,sports_terms,"['postpone', 'do this another time', 'revisit the topic later']",[],"['postpone', 'do this another time', 'revisit the topic later']"
get flak,v+s,unconscious_bias,military_source,military_source,"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']",[],"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']"
go the extra mile,i,unconscious_bias,agentic,competitive,"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']",[],"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']"
go the extra-mile,i,unconscious_bias,agentic,competitive,"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']",[],"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']"
go the extramile,i,unconscious_bias,agentic,competitive,"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']",[],"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']"
go to bat,i,unconscious_bias,sports_terms,sports_terms,"['take on a cause', 'stand ready']",[],"['take on a cause', 'stand ready']"
goal getter,s,unconscious_bias,sports_terms,exaggerating,"['person who continues despite difficulties(...)', 'person devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'person happy to see (...) through']","['people who continue despite difficulties(...)', 'people devoted to their purposes(...)', 'people who stick to their goals(...)', 'people happy to see (...) through']","['person who continues despite difficulties(...)', 'person devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'person happy to see (...) through']"
goes the extra mile,i,unconscious_bias,agentic,competitive,"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']",[],"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']"
goes the extra-mile,i,unconscious_bias,agentic,competitive,"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']",[],"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']"
goes the extramile,i,unconscious_bias,agentic,competitive,"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']",[],"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']"
going the extra mile,i,unconscious_bias,agentic,competitive,"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']",[],"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']"
going the extra-mile,i,unconscious_bias,agentic,competitive,"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']",[],"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']"
going the extramile,i,unconscious_bias,agentic,competitive,"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']",[],"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']"
gone the extra mile,i,unconscious_bias,agentic,competitive,"['thought ahead', '| made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']",[],"['thought ahead', '| made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']"
gone the extra-mile,i,unconscious_bias,agentic,competitive,"['thought ahead', '| made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']",[],"['thought ahead', '| made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']"
gone the extramile,i,unconscious_bias,agentic,competitive,"['thought ahead', '| made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']",[],"['thought ahead', '| made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']"
grand slam,i,unconscious_bias,sports_terms,sports_terms,['major achievement'],[],['major achievement']
grandfather clause,s,unconscious_bias,racist_source,racist_source,"['legacy clause', 'legacy clauses']",['legacy clauses'],"['legacy clause', 'legacy clauses']"
grandfathered in,a,unconscious_bias,racist_source,racist_source,"['exempt', 'subject to a legacy clause', 'made exempt from a new regulation(...)']",[],"['exempt', 'subject to a legacy clause', 'made exempt from a new regulation(...)']"
gray day,s,unconscious_bias,color,color,"['restricted day', 'restricted days']",['restricted days'],"['restricted day', 'restricted days']"
gray hat,s,unconscious_bias,color,color,"['person who hacks to get the attention of those owning the system', 'people who hack to get the attention of those owning the system', 'person who acts not entirely ethical(...)', 'someone who acts somewhat unethical(...)']","['people who hack to get the attention of those owning the system', 'people who act not entirely unethical(...)', 'people who do not always act ethical(...)']","['person who hacks to get the attention of those owning the system', 'person who acts not entirely ethical(...)', 'someone who acts somewhat unethical(...)', 'people who hack to get the attention of those owning the system']"
grey hat,s,unconscious_bias,color,color,"['person who hacks to get the attention of those owning the system', 'people who hack to get the attention of those owning the system', 'person who acts not entirely ethical(...)', 'someone who acts somewhat unethical(...)']","['people who hack to get the attention of those owning the system', 'people who act not entirely unethical(...)', 'people who do not always act ethical(...)']","['person who hacks to get the attention of those owning the system', 'person who acts not entirely ethical(...)', 'someone who acts somewhat unethical(...)', 'people who hack to get the attention of those owning the system']"
grumpy old man,a+a+s,unconscious_bias,age_old,age_old,"['older adult', 'older adults']",['older adults'],"['older adult', 'older adults']"
guys and girls,i,unconscious_bias,gender_identity,gender_identity,"['all', 'dear guests', 'friends', 'everyone', 'folks', 'people', 'everybody']",[],"['all', 'dear guests', 'friends', 'everyone', 'folks', 'people', 'everybody']"
gypsy language,s,unconscious_bias,racist_source,racist_source,"['Romani', 'Sinte Romani', 'Sinte', 'Romani', 'Sinte Romani', 'Sinte']","['Romani', 'Sinte Romani', 'Sinte']","['Romani', 'Sinte Romani', 'Sinte', 'Romani', 'Sinte Romani', 'Sinte']"
handi capable,a,unconscious_bias,ability,ability,"['have a disability', 'have access needs', 'person living with a physical disability(...)', 'person who live with a disability(...)']",[],"['have a disability', 'have access needs', 'person living with a physical disability(...)', 'person who live with a disability(...)']"
have special needs,i,unconscious_bias,ability,ability,"['live with a disability', 'have access needs', 'require additional services', 'need specialized support', 'require specialized assistance']",[],"['live with a disability', 'have access needs', 'require additional services', 'need specialized support', 'require specialized assistance']"
head strong,a,unconscious_bias,agentic,rough,"['knowing your mind(...)', ""sticking to one's purpose(...)"", 'stick to their course of action(...)', ""have a clear view of one's goals(...)""]",[],"['knowing your mind(...)', ""sticking to one's purpose(...)"", 'stick to their course of action(...)', ""have a clear view of one's goals(...)""]"
hearing impaired,=a,unconscious_bias,hearing,hearing,"['signing Deaf', '', 'hard-of-hearing', 'ASL using', 'ASL speaking', 'non-speaking']",[],"['hard-of-hearing', 'ASL using', 'ASL speaking', 'non-speaking', 'signing Deaf', '']"
high functioning,=a,unconscious_bias,medical_state,medical_state,"['--- specify strengths', '-']",['-'],"['-', '--- specify strengths']"
hit it out of the park,i,unconscious_bias,sports_terms,sports_terms,"['do extraordinarily well', 'earn an exceptional achievement', 'make a strikingly good impression']",[],"['do extraordinarily well', 'earn an exceptional achievement', 'make a strikingly good impression']"
hole in one,s,unconscious_bias,sports_terms,sports_terms,"['unexpected achievement', 'miraculous achievement']",[],"['unexpected achievement', 'miraculous achievement']"
home run,i,unconscious_bias,sports_terms,sports_terms,['major achievement'],[],['major achievement']
homeless people,a+s,unconscious_bias,classism,classism,['people without housing(...)'],[],['people without housing(...)']
homeless person,a+s,unconscious_bias,classism,classism,['person without housing(...)'],[],['person without housing(...)']
human resources,s,unconscious_bias,agentic,agentic,['human relations'],[],['human relations']
husband and wife,i,unconscious_bias,sexual_orientation,sexual_orientation,"['spouses', 'marital partners', 'married people', 'life partners', 'newlyweds', 'married couple', 'domestic partners']",[],"['spouses', 'marital partners', 'married people', 'life partners', 'newlyweds', 'married couple', 'domestic partners']"
hyper active,a,unconscious_bias,medical_state,medical_state,"['person with ADHD(...)', 'person with attention deficit hyperactivity disorder(...)', 'fidgety(...)', 'restless(...)', 'easily bored(...)']",[],"['person with ADHD(...)', 'person with attention deficit hyperactivity disorder(...)', 'fidgety(...)', 'restless(...)', 'easily bored(...)']"
hyper sensitive,a,unconscious_bias,behavior,behavior,"['highly responsive to outside influences', 'someone who has sensory processing sensitivity(...)', 'person living with hypersensitivity(...)', 'someone likely to feel things more deeply(...)', 'a personality with increased responsiveness to outside influences(...)', 'someone who does not handle outside stimuli well(...)', 'people more likely to feel stressed when facing noise or crowds(...)']",[],"['highly responsive to outside influences', 'someone who has sensory processing sensitivity(...)', 'person living with hypersensitivity(...)', 'someone likely to feel things more deeply(...)', 'a personality with increased responsiveness to outside influences(...)', 'someone who does not handle outside stimuli well(...)', 'people more likely to feel stressed when facing noise or crowds(...)']"
illegal alien,a+s,unconscious_bias,migration,migration,"['undocumented person', 'irregular migrant', 'non-documented migrant', 'undocumented people', 'irregular migrants', 'non-documented migrants', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)']","['undocumented people', 'irregular migrants', 'non-documented migrants', 'people with a migration background(...)', 'individuals who have migrated into their present country of residence(...)']","['undocumented person', 'irregular migrant', 'non-documented migrant', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)', 'undocumented people', 'irregular migrants', 'non-documented migrants']"
illegal immigrant,a+s,unconscious_bias,migration,migration,"['undocumented person', 'irregular migrant', 'non-documented migrant', 'undocumented people', 'irregular migrants', 'non-documented migrants', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)']","['undocumented people', 'irregular migrants', 'non-documented migrants', 'people with a migration background(...)', 'individuals who have migrated into their present country of residence(...)']","['undocumented person', 'irregular migrant', 'non-documented migrant', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)', 'undocumented people', 'irregular migrants', 'non-documented migrants']"
in charge,a,unconscious_bias,agentic,rough,"['responsible for', 'take care of', 'responsible(...)', 'in a supervisory role(...)', 'providing guidance(...)']",[],"['responsible for', 'take care of', 'responsible(...)', 'in a supervisory role(...)', 'providing guidance(...)']"
in the ballpark,i,unconscious_bias,sports_terms,sports_terms,"['roughly', 'approximately']",[],"['roughly', 'approximately']"
in the front line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
in the front-line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
in the frontline,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
in the trenches,i,unconscious_bias,military_source,military_source,"['in the most difficult parts of the business', 'through hard times together', 'doing hands-on work', 'doing the hard work']",[],"['in the most difficult parts of the business', 'through hard times together', 'doing hands-on work', 'doing the hard work']"
in your corner,i,unconscious_bias,sports_terms,sports_terms,"['on your side', 'giving you support and encouragement']",[],"['on your side', 'giving you support and encouragement']"
intellectual disorder,a+s,unconscious_bias,cognitive_perception,cognitive_perception,"['intellectually disabled', 'intellectual disability', '--- name the specific disability', 'intellectual disabilities']","['intellectually disabled', 'intellectual disabilities', '--- name the specific disability']","['--- name the specific disability', 'intellectual disability', 'intellectually disabled', 'intellectual disabilities', 'intellectually disabled']"
is adopted,i,unconscious_bias,classism,classism,['was adopted'],[],['was adopted']
kick off,s,unconscious_bias,sports_terms,sports_terms,"['launch', 'project start', 'opening']",[],"['launch', 'project start', 'opening']"
killing it,i,unconscious_bias,military_source,military_source,"['taking pride in a job well done', 'doing their job extremely well']",[],"['taking pride in a job well done', 'doing their job extremely well']"
knock it out of the park,i,unconscious_bias,sports_terms,sports_terms,"['do a great job', 'do exceptionally well', 'surpass expectations']",[],"['do a great job', 'do exceptionally well', 'surpass expectations']"
knocked it out of the park,i,unconscious_bias,sports_terms,sports_terms,"['did a great job', 'did exceptionally well', 'surpassed expectations']",[],"['did a great job', 'did exceptionally well', 'surpassed expectations']"
lack of expression,s,unconscious_bias,behavior,behavior,"['flat affect', 'blunt affect']",[],"['flat affect', 'blunt affect']"
ladies and gentlemen,s,unconscious_bias,gender_identity,gender_identity,"['distinguished guests', 'everyone', 'folks', 'people', 'everybody']",[],"['distinguished guests', 'everyone', 'folks', 'people', 'everybody']"
lady's wear,s,unconscious_bias,gender_identity,gender_identity,['feminine fashion'],[],['feminine fashion']
language and speech disorders,s,unconscious_bias,speech,speech,"['language and speech disability', 'communication disability', 'language processing disability', 'auditory processing disability', 'language-based learning disability', '--- name the specific disability or condition']",['--- name the specific disability or condition'],"['--- name the specific disability or condition', 'language and speech disability', 'communication disability', 'language processing disability', 'auditory processing disability', 'language-based learning disability']"
