Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split,False_Positives
paranoid,a,unconscious_bias,agentic,hard_hearted,"['cautious', 'careful', 'watchful', 'curious', 'inquiring', 'inquisitive', 'critical', 'guarded', 'circumspect']",[],"['cautious', 'careful', 'watchful', 'curious', 'inquiring', 'inquisitive', 'critical', 'guarded', 'circumspect']",
perform,v,unconscious_bias,agentic,competitive,"['implement', 'carry out', 'effect', 'fulfil', 'accomplish', 'bring about', 'present', 'work', 'handle', 'behave']",[],"['implement', 'carry out', 'effect', 'fulfil', 'accomplish', 'bring about', 'present', 'work', 'handle', 'behave']",
performance-based,a,unconscious_bias,agentic,competitive,['influenced by the level of engagement(...)'],[],['influenced by the level of engagement(...)'],
perseverance,s,unconscious_bias,agentic,competitive,"['dedication', 'steadfastness', 'diligence', 'constancy', 'care', 'strength of character', 'continued effort to reach a goal in the face of adversity(...)']",[],"['dedication', 'steadfastness', 'diligence', 'constancy', 'care', 'strength of character', 'continued effort to reach a goal in the face of adversity(...)']",
persevere,v,unconscious_bias,agentic,competitive,"['carry on', 'continue', 'keep at it(...)', 'keep going(...)', 'see something through(...)', 'follow through with something(...)', 'question ""no"" for an answer(...)', 'continue despite difficulties(...)']",[],"['carry on', 'continue', 'keep at it(...)', 'keep going(...)', 'see something through(...)', 'follow through with something(...)', 'question ""no"" for an answer(...)', 'continue despite difficulties(...)']",
persist,v,unconscious_bias,agentic,competitive,"['carry on', 'continue', 'keep at it(...)', 'keep going(...)', 'see something through(...)', 'follow through with something(...)', 'question ""no"" for an answer(...)', 'continue despite difficulties(...)']",[],"['carry on', 'continue', 'keep at it(...)', 'keep going(...)', 'see something through(...)', 'follow through with something(...)', 'question ""no"" for an answer(...)', 'continue despite difficulties(...)']",
persistence,s,unconscious_bias,agentic,competitive,"['patience', 'steadfastness', 'diligence', 'constancy', 'care', 'strength of character', 'continued effort in the face of adversity(...)']",[],"['patience', 'steadfastness', 'diligence', 'constancy', 'care', 'strength of character', 'continued effort in the face of adversity(...)']",
persistent,a,unconscious_bias,agentic,competitive,"['constant', 'continued', 'continuous', 'patient', 'diligent', 'hard-working', 'sustained', 'steady', 'steadily']",[],"['constant', 'continued', 'continuous', 'patient', 'diligent', 'hard-working', 'sustained', 'steady', 'steadily']",
pertinacious,a,unconscious_bias,agentic,hard_hearted,"['patient', 'persevering', 'dedicated', 'constant', 'steadfast', 'loyal', 'steady', 'focused on your goal(...)', 'sticking to your purpose(...)', 'loyal to your purpose(...)']",[],"['patient', 'persevering', 'dedicated', 'constant', 'steadfast', 'loyal', 'steady', 'focused on your goal(...)', 'sticking to your purpose(...)', 'loyal to your purpose(...)']",
pioneering spirit,~a|s,unconscious_bias,agentic,agentic,"['openness and curiosity', 'spirit of curiosity']",[],"['openness and curiosity', 'spirit of curiosity']",
pro-active,a,unconscious_bias,agentic,rough,"['energetic', 'entrepreneurial', 'comfortable taking the initiative(...)']",[],"['energetic', 'entrepreneurial', 'comfortable taking the initiative(...)']",
problematic,a,unconscious_bias,agentic,competitive,"['puzzling', 'complex', 'questionable', 'tricky', 'difficult', 'open for debate(...)', 'difficult to solve(...)', 'hard to deal with(...)']",[],"['puzzling', 'complex', 'questionable', 'tricky', 'difficult', 'open for debate(...)', 'difficult to solve(...)', 'hard to deal with(...)']",
prove,v,unconscious_bias,agentic,competitive,"['show', 'establish', 'indicate', 'display', 'express', 'confirm', 'teach', 'describe', ""explain one's reasoning(...)""]",[],"['show', 'establish', 'indicate', 'display', 'express', 'confirm', 'teach', 'describe', ""explain one's reasoning(...)""]",
pugnacious,a,unconscious_bias,agentic,competitive,"['enthusiastic about exchanging ideas(...)', 'ready to discuss views(...)']",[],"['enthusiastic about exchanging ideas(...)', 'ready to discuss views(...)']",
push,v,unconscious_bias,agentic,competitive,"['guide', 'build', 'bring about', 'topple conventional walls(...)', 'take the initiative(...)', 'argue for(...)']",[],"['guide', 'build', 'bring about', 'topple conventional walls(...)', 'take the initiative(...)', 'argue for(...)']",push the boundaries
reckless,a,unconscious_bias,agentic,hard_hearted,"['enterprising', ""--- don't use for people"", 'open to new ideas(...)', 'happy to try new things(...)', 'enthusiastic about exploring opportunities(...)', 'willing to question conventional wisdom(...)']","[""--- don't use for people""]","[""--- don't use for people"", 'enterprising', 'open to new ideas(...)', 'happy to try new things(...)', 'enthusiastic about exploring opportunities(...)', 'willing to question conventional wisdom(...)']",
resolute,a,unconscious_bias,agentic,hard_hearted,"['purposeful', 'stable', 'steady', 'constant', 'reliable']",[],"['purposeful', 'stable', 'steady', 'constant', 'reliable']",
resolution,s,unconscious_bias,agentic,hard_hearted,"['purposefulness', 'steadfastness', 'commitment', 'dedication', 'clarification', 'settling', 'finding', 'plan', 'proposal']",[],"['purposefulness', 'steadfastness', 'commitment', 'dedication', 'clarification', 'settling', 'finding', 'plan', 'proposal']",
resolve,s,unconscious_bias,agentic,hard_hearted,"['commitment', 'patience', 'steadfastness', 'dedication', 'purposefulness', 'certainty', ""adherence (to one's purpose ...)""]",[],"['commitment', 'patience', 'steadfastness', 'dedication', 'purposefulness', 'certainty', ""adherence (to one's purpose ...)""]",
result-oriented,~a,unconscious_bias,agentic,corporate,"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']",[],"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']",
results-oriented,~a,unconscious_bias,agentic,corporate,"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']",[],"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']",
rigid,a,unconscious_bias,agentic,hard_hearted,"['reliable', 'reliably', 'stable', 'dependable']",[],"['reliable', 'reliably', 'stable', 'dependable']",
risk-taking,a,unconscious_bias,agentic,rough,"['weighing options(...)', 'open to new ideas(...)', 'excited to try new things(...)', 'keen on new insights(...)', 'exploring opportunities(...)']",[],"['weighing options(...)', 'open to new ideas(...)', 'excited to try new things(...)', 'keen on new insights(...)', 'exploring opportunities(...)']",
robust,a,unconscious_bias,agentic,rough,"['stable', 'steady', 'grounded', 'constant', 'calm', 'with a good work ethic(...)', 'with integrity(...)', 'unaffected by small variations(...)']",[],"['stable', 'steady', 'grounded', 'constant', 'calm', 'with a good work ethic(...)', 'with integrity(...)', 'unaffected by small variations(...)']",
self-confidence,s,unconscious_bias,agentic,competitive,"['positive attitude', 'optimism', 'self-trust', ""satisfaction with one's skills(...)"", 'trust in your abilities(...)', 'trust in yourself(...)']",[],"['positive attitude', 'optimism', 'self-trust', ""satisfaction with one's skills(...)"", 'trust in your abilities(...)', 'trust in yourself(...)']",
self-confident,a,unconscious_bias,agentic,competitive,"['positive', 'optimistic', 'at ease with yourself(...)', 'comfortable with applying your skills(...)', 'trusting your own abilities(...)']",[],"['positive', 'optimistic', 'at ease with yourself(...)', 'comfortable with applying your skills(...)', 'trusting your own abilities(...)']",
self-motivated,a,unconscious_bias,agentic,competitive,"['enterprising', 'resourceful', 'initiative-taking', 'able to do what needs to be done without influence from other people or situations(...)', 'can and will find the motivation to complete a task(...)']",[],"['enterprising', 'resourceful', 'initiative-taking', 'able to do what needs to be done without influence from other people or situations(...)', 'can and will find the motivation to complete a task(...)']",
self-reliance,s,unconscious_bias,agentic,competitive,"['self-organization', 'self-management', 'reliance on your own efforts(...)', 'trust in your abilities(...)', 'ability to care for yourself(...)']",[],"['self-organization', 'self-management', 'reliance on your own efforts(...)', 'trust in your abilities(...)', 'ability to care for yourself(...)']",
self-reliant,a,unconscious_bias,agentic,competitive,"['self-organized', 'self-managed', 'comfortable relying on your own efforts(...)', 'at ease trusting your abilities(...)', 'able to take care of yourself(...)']",[],"['self-organized', 'self-managed', 'comfortable relying on your own efforts(...)', 'at ease trusting your abilities(...)', 'able to take care of yourself(...)']",
self-sufficiency,s,unconscious_bias,agentic,competitive,"['trust in your own ability(...)', 'capability of providing for your own needs(...)', 'ability to maintain yourself without outside help(...)']",[],"['trust in your own ability(...)', 'capability of providing for your own needs(...)', 'ability to maintain yourself without outside help(...)']",
self-sufficient,a,unconscious_bias,agentic,competitive,"['self-managed', 'self-organized', 'trusting your own ability(...)', 'capable of providing for your own needs(...)', 'able to maintain (...) without outside help']",[],"['self-managed', 'self-organized', 'trusting your own ability(...)', 'capable of providing for your own needs(...)', 'able to maintain (...) without outside help']",
solid,a,unconscious_bias,agentic,hard_hearted,"['stable', 'steady', 'reliable', 'constant', 'dependable']",[],"['stable', 'steady', 'reliable', 'constant', 'dependable']",
solidity,s,unconscious_bias,agentic,hard_hearted,"['stability', 'steadiness', 'groundedness', 'constancy', 'reliability']",[],"['stability', 'steadiness', 'groundedness', 'constancy', 'reliability']",
stamina,s,unconscious_bias,agentic,competitive,"['patience', 'resilience', 'ability to carry on(...)', 'willingness to keep at it(...)', 'motivation to keep going(...)', 'commitment to following through(...)']",[],"['patience', 'resilience', 'ability to carry on(...)', 'willingness to keep at it(...)', 'motivation to keep going(...)', 'commitment to following through(...)']",
steer,v,unconscious_bias,agentic,rough,"['guide', 'coach', 'set course', 'inspire', 'support', 'incorporate the shared vision(...)', 'communicate the direction(...)', 'choose an approach(...)', 'help the team reach milestones(...)']",[],"['guide', 'coach', 'set course', 'inspire', 'support', 'incorporate the shared vision(...)', 'communicate the direction(...)', 'choose an approach(...)', 'help the team reach milestones(...)']",
strong,a,unconscious_bias,agentic,rough,"['healthy', 'steady', 'sound', 'calm', 'reliable', 'trusted', 'dependable', 'able', 'full']",[],"['healthy', 'steady', 'sound', 'calm', 'reliable', 'trusted', 'dependable', 'able', 'full']",strong emotions | strong interest | stong hunch | strong feelings | strong as an ox | only as strong as | strong desire | strong response
strong-minded,a,unconscious_bias,agentic,rough,"['purposeful', 'focussed', 'having the mental skills to respond to (overcome ...) difficult situations', ""true to one's beliefs and views(...)"", 'focused on a goal(...)', 'keen to see something through(...)', 'committed to working toward a milestone(...)']",[],"['purposeful', 'focussed', 'having the mental skills to respond to (overcome ...) difficult situations', ""true to one's beliefs and views(...)"", 'focused on a goal(...)', 'keen to see something through(...)', 'committed to working toward a milestone(...)']",
stubborn,a,unconscious_bias,agentic,hard_hearted,"['patient', 'dedicated', 'devoted', 'constant', 'steadfast', 'loyal', 'steady', 'focused', 'loyal to a purpose(...)', 'happy to see (...) through', 'willing to stick with (...)']",[],"['patient', 'dedicated', 'devoted', 'constant', 'steadfast', 'loyal', 'steady', 'focused', 'loyal to a purpose(...)', 'happy to see (...) through', 'willing to stick with (...)']",
superior,a,unconscious_bias,agentic,hard_hearted,"['fine', 'wonderful', 'notable', 'satisfactory', 'distinguished', 'honored', 'famous', 'celebrated']",[],"['fine', 'wonderful', 'notable', 'satisfactory', 'distinguished', 'honored', 'famous', 'celebrated']",
survive,v,unconscious_bias,agentic,competitive,"['hold up', 'last', 'continue', 'show resilience(...)', 'to come through safely(...)', 'make it (through)(...)', 'remain unchanged(...)']",[],"['hold up', 'last', 'continue', 'show resilience(...)', 'to come through safely(...)', 'make it (through)(...)', 'remain unchanged(...)']",
tech-savvy,a,unconscious_bias,agentic,agentic,"['computer literate', 'technically proficient', 'with a good understanding of technology', 'enthusiastic about technology']",[],"['computer literate', 'technically proficient', 'with a good understanding of technology', 'enthusiastic about technology']",
tenacious,a,unconscious_bias,agentic,hard_hearted,"['devoted', 'constant', 'steadfast', 'loyal', 'steady', 'focused', 'loyal to a purpose(...)', 'willing to see something through(...)', 'capable of continuing despite difficulties(...)']",[],"['devoted', 'constant', 'steadfast', 'loyal', 'steady', 'focused', 'loyal to a purpose(...)', 'willing to see something through(...)', 'capable of continuing despite difficulties(...)']",
tenacity,s,unconscious_bias,agentic,hard_hearted,"['inner strength', 'patience', 'focus', 'loyalty to a purpose(...)', 'willingness to carry on despite difficulty(...)', 'patience in overcoming obstacles(...)']",[],"['inner strength', 'patience', 'focus', 'loyalty to a purpose(...)', 'willingness to carry on despite difficulty(...)', 'patience in overcoming obstacles(...)']",
thrive on competition,v||s,unconscious_bias,agentic,agentic,"['be invested', 'feel inspired by others working toward the same goals']",[],"['be invested', 'feel inspired by others working toward the same goals']",
tough,a,unconscious_bias,agentic,competitive,"['steady', 'resilient', 'reliable', 'calm', 'dependable', ""--- don't use for people""]","[""--- don't use for people""]","[""--- don't use for people"", 'steady', 'resilient', 'reliable', 'calm', 'dependable']",going gets tough | toughen up | tough question | tough questions | tough situation | tough situations
track record,~s|s,unconscious_bias,agentic,competitive,"['history of achievements', 'reference cases', 'documented results', 'past accomplishments']","['reference cases', 'documented results', 'past accomplishments']","['history of achievements', 'reference cases', 'documented results', 'past accomplishments']",
under pressure,|s,unconscious_bias,agentic,competitive,"['when the going gets tough(...)', 'facing expectations(...)', 'with deadlines looming(...)', 'in difficult situations(...)']",[],"['when the going gets tough(...)', 'facing expectations(...)', 'with deadlines looming(...)', 'in difficult situations(...)']",
unreasonable,a,unconscious_bias,agentic,hard_hearted,"['significant', 'inexplicable', 'inexplicable', 'questionable']",[],"['significant', 'inexplicable', 'inexplicable', 'questionable']",
up to you,a||s,unconscious_bias,agentic,competitive,"['your choice', 'personal', 'depends on you(...)', 'for you to help identify good options(...)', 'for you to chart a course with your team(...)', ""at your and your team's discretion(...)""]",[],"['your choice', 'personal', 'depends on you(...)', 'for you to help identify good options(...)', 'for you to chart a course with your team(...)', ""at your and your team's discretion(...)""]",
went the extra mile,~v||a|~s,unconscious_bias,agentic,competitive,"['enjoyed contributing', 'thought ahead', 'enjoyed making customers happy', 'found creative solutions to satisfy customer requests', 'enjoyed delighting and retaining customers through unexpected generosity and unusual solutions']",[],"['enjoyed contributing', 'thought ahead', 'enjoyed making customers happy', 'found creative solutions to satisfy customer requests', 'enjoyed delighting and retaining customers through unexpected generosity and unusual solutions']",
win,v,unconscious_bias,agentic,competitive,"['captivate', 'bring round', 'induce', 'motivate', 'reach milestones together(...)', 'celebrate our work done(...)', 'support each other to reach our goals(...)']",[],"['captivate', 'bring round', 'induce', 'motivate', 'reach milestones together(...)', 'celebrate our work done(...)', 'support each other to reach our goals(...)']",win over | win an advantage | win the advantage
"work hard, play hard",|a||v|a,unconscious_bias,agentic,agentic,"['fun at work makes us happier, more productive, and more creative(...)']",[],"['fun at work makes us happier, more productive, and more creative(...)']",
work-life balance,~s|~s,unconscious_bias,agentic,agentic,['work-life harmony'],[],['work-life harmony'],
absence of expression,~s||~s,unconscious_bias,behavior,behavior,"['flat affect', 'blunted affect']",[],"['flat affect', 'blunted affect']",
ADD,=,unconscious_bias,behavior,advanced_abbreviation,"['neurodivergent', 'ADHDer', 'attention deficit hyperactivity disability (ADHD)', 'attention deficit disability (ADD)', 'person with ADHD(...)', 'someone who has ADHD(...)', 'easily bored(...)', 'easily distracted(...)', 'having a poor working memory(...)']",[],"['attention deficit hyperactivity disability (ADHD)', 'attention deficit disability (ADD)', 'neurodivergent', 'ADHDer', 'person with ADHD(...)', 'someone who has ADHD(...)', 'easily bored(...)', 'easily distracted(...)', 'having a poor working memory(...)']",(ADHD) | ADHDer
ASD,~,unconscious_bias,behavior,advanced_abbreviation,"['autism', 'being on the autism spectrum', 'autism spectrum disability (ASD)', 'neurodiversity', 'person with autism spectrum disability(...)', 'difficulties with social interaction and communication(...)', 'umbrella diagnosis that includes autistic disability, childhood disintegrative disability, some pervasive developmental disability(...)']",[],"['autism', 'being on the autism spectrum', 'autism spectrum disability (ASD)', 'neurodiversity', 'person with autism spectrum disability(...)', 'difficulties with social interaction and communication(...)', 'umbrella diagnosis that includes autistic disability, childhood disintegrative disability, some pervasive developmental disability(...)']",(ASD)
attention deficit disorder,~s|~s|s,unconscious_bias,behavior,behavior,"['neurodivergent', 'ADHDer', 'attention deficit disability ADD', 'attention deficit hyperactivity disability (ADHD)', 'person with ADD(...)', 'someone who has ADHD(...)']",[],"['attention deficit disability ADD', 'attention deficit hyperactivity disability (ADHD)', 'neurodivergent', 'ADHDer', 'person with ADD(...)', 'someone who has ADHD(...)']",(ADD) | (ADHD)
autism spectrum disorder,~s|~s|s,unconscious_bias,behavior,behavior,"['Autistic', 'neurodivergent', 'being on the autism spectrum', 'having autism spectrum disability', 'person who has autism(...)', 'someone with autism(...)']",[],"['being on the autism spectrum', 'having autism spectrum disability', 'Autistic', 'neurodivergent', 'person who has autism(...)', 'someone with autism(...)']",
batty,a,unconscious_bias,behavior,behavior,"['with a mental impairment', 'behaving irrationally(...)', 'silly(...)', 'behaving in a childish way(...)', 'amusing(...)', 'ludicrous(...)', 'absurd(...)']","['behaving irrationally(...)', 'silly(...)', 'behaving in a childish way(...)', 'amusing(...)', 'ludicrous(...)', 'absurd(...)']","['with a mental impairment', 'behaving irrationally(...)', 'silly(...)', 'behaving in a childish way(...)', 'amusing(...)', 'ludicrous(...)', 'absurd(...)']",
behavioral problem,a|s,unconscious_bias,behavior,behavior,"['behavioral concern', 'behavioral concerns']",['behavioral concerns'],"['behavioral concern', 'behavioral concerns']",
control their behavior,v||s,unconscious_bias,behavior,behavior,"['mediate demeanor', 'resolve behavioral concerns']",[],"['mediate demeanor', 'resolve behavioral concerns']",
development of repetitive habits,||a|~s,unconscious_bias,behavior,behavior,"['development of controlled routines', 'development of a finite routine', 'development of structured habits']",[],"['development of controlled routines', 'development of a finite routine', 'development of structured habits']",
development of restrictive habits,||a|~s,unconscious_bias,behavior,behavior,"['development of controlled routines', 'development of a finite routine', 'development of structured habits']",[],"['development of controlled routines', 'development of a finite routine', 'development of structured habits']",
devotion to routines,~s||~s,unconscious_bias,behavior,behavior,"['development of controlled routines', 'development of a finite routine', 'development of structured routines']",[],"['development of controlled routines', 'development of a finite routine', 'development of structured routines']",
dislike change,v|~s,unconscious_bias,behavior,behavior,"['prefer routine', 'favor steady routine', 'like fixed procedures', 'enjoy expected routines']",[],"['prefer routine', 'favor steady routine', 'like fixed procedures', 'enjoy expected routines']",
dislike of change,s||~s,unconscious_bias,behavior,behavior,"['preference for routine', 'favoring steady routine', 'preference for fixed procedures', 'enjoyment of expected routines']",[],"['preference for routine', 'favoring steady routine', 'preference for fixed procedures', 'enjoyment of expected routines']",
executive dysfunction,~a|~s,unconscious_bias,behavior,behavior,"['behavioral traits', 'executive processing', 'support needs', 'accessibility support needs', 'accessibility support', 'accessibility accommodation needs']",[],"['behavioral traits', 'executive processing', 'support needs', 'accessibility support needs', 'accessibility support', 'accessibility accommodation needs']",
executive function disorder,~a|~s|~s,unconscious_bias,behavior,behavior,"['behavioral traits', 'executive processing', 'support needs', 'accessibility support needs', 'accessibility support', 'accessibility accommodation needs']",[],"['behavioral traits', 'executive processing', 'support needs', 'accessibility support needs', 'accessibility support', 'accessibility accommodation needs']",
fixation on particular ideas,~s||a|~s,unconscious_bias,behavior,behavior,"['commitment to ((idea))', 'dedication to ((idea))', 'dedicated to ((idea))', 'motivated by ((idea))', 'focused on an idea', 'motivated about ((idea))']",[],"['commitment to ((idea))', 'dedication to ((idea))', 'dedicated to ((idea))', 'motivated by ((idea))', 'focused on an idea', 'motivated about ((idea))']",
fixation on particular subjects,~s||a|~s,unconscious_bias,behavior,behavior,"['commitment to ((subject))', 'dedication to ((subject))', 'motivated by ((subject))', 'dedicated to ((subject))', 'committed interests', 'motivated about ((subject))']",[],"['commitment to ((subject))', 'dedication to ((subject))', 'motivated by ((subject))', 'dedicated to ((subject))', 'committed interests', 'motivated about ((subject))']",
hyper-sensitive,a,unconscious_bias,behavior,behavior,"['highly responsive to outside influences', 'someone who has sensory processing sensitivity(...)', 'person living with hypersensitivity(...)', 'someone likely to feel things more deeply(...)', 'a personality with increased responsiveness to outside influences(...)', 'someone who does not handle outside stimuli well(...)', 'people more likely to feel stressed when facing noise or crowds(...)']",[],"['highly responsive to outside influences', 'someone who has sensory processing sensitivity(...)', 'person living with hypersensitivity(...)', 'someone likely to feel things more deeply(...)', 'a personality with increased responsiveness to outside influences(...)', 'someone who does not handle outside stimuli well(...)', 'people more likely to feel stressed when facing noise or crowds(...)']",
lack of expression,~s||~s,unconscious_bias,behavior,behavior,"['flat affect', 'blunt affect']",[],"['flat affect', 'blunt affect']",
maniac for,s|,unconscious_bias,behavior,behavior,"['lover of', 'fan of', 'lovers of', 'fans of', 'person with an intense (habitual) liking for something(...)']","['lovers of', 'fans of', 'people with an intense (habitual) liking for something(...)']","['lover of', 'fan of', 'person with an intense (habitual) liking for something(...)', 'lovers of', 'fans of']",
manic,a,unconscious_bias,behavior,behavior,"['living with a bipolar disorder', 'person with bipolar disorder(...)', 'person with a mental health condition that causes extreme mood swings(...)', 'excited(...)', 'anxious --- in a way that causes a lot of physical activity(...)']",[],"['living with a bipolar disorder', 'person with bipolar disorder(...)', 'person with a mental health condition that causes extreme mood swings(...)', 'excited(...)', 'anxious --- in a way that causes a lot of physical activity(...)']",
neuroatypical,a,unconscious_bias,behavior,behavior,"['neurodivergent', 'person who is neurodivergent(...)']",[],"['neurodivergent', 'person who is neurodivergent(...)']",
neurobehavioral disorder,~a|~s,unconscious_bias,behavior,behavior,"['neurobehavioral disability', '--- name the specific disability', 'neurobehavioral disabilities']","['neurobehavioral disabilities', '--- name the specific disability']","['--- name the specific disability', 'neurobehavioral disability', 'neurobehavioral disabilities']",
neurodiverse,a,unconscious_bias,behavior,behavior,"['neurodivergent', '--- only when referring to the natural diversity of all human brains', 'person who is neurodivergent(...)']",['--- only when referring to the natural diversity of all human brains'],"['--- only when referring to the natural diversity of all human brains', 'neurodivergent', 'person who is neurodivergent(...)']",
nuts,~a,unconscious_bias,behavior,behavior,"['living with mental illness', 'living with a mental disorder', 'out of control(...)', 'unpredictable(...)', 'absurd(...)', 'reckless(...)', 'baffling(...)']",[],"['living with mental illness', 'living with a mental disorder', 'out of control(...)', 'unpredictable(...)', 'absurd(...)', 'reckless(...)', 'baffling(...)']",
obsession with routines,~s||~s,unconscious_bias,behavior,behavior,"['development of controlled routines', 'development of a finite routine', 'development of structured routines']",[],"['development of controlled routines', 'development of a finite routine', 'development of structured routines']",
PDD-NOS,~,unconscious_bias,behavior,behavior,"['Autistic', 'neurodivergent', 'pervasive developmental disorder not otherwise specified (PDD-NOS)', 'autism', 'neurodivergence', 'being on the autism spectrum']",[],"['pervasive developmental disorder not otherwise specified (PDD-NOS)', 'autism', 'neurodivergence', 'being on the autism spectrum', 'Autistic', 'neurodivergent']",
pervasive developmental disorder not otherwise specified,a|a|s|||~a,unconscious_bias,behavior,behavior,"['Autistic ((person))', 'neurodivergent ((person))', 'autism', 'being on the autism spectrum', 'neurodivergence', 'person who has autism(...)', 'someone with autism(...)']",[],"['autism', 'being on the autism spectrum', 'neurodivergence', 'Autistic ((person))', 'neurodivergent ((person))', 'person who has autism(...)', 'someone with autism(...)']",
prefer to be alone,v||v|a,unconscious_bias,behavior,behavior,"['enjoying their own company', 'retreat from sensory overload', 'maximize time spent on their own', 'like to spend time by themselves', 'minimize sensory overload', 'need personal time to refocus']",[],"['enjoying their own company', 'retreat from sensory overload', 'maximize time spent on their own', 'like to spend time by themselves', 'minimize sensory overload', 'need personal time to refocus']",
scatterbrained,a,unconscious_bias,behavior,behavior,"['person with mental disability(...)', 'person with psychiatric disabilities(...)', 'person with intellectual disability(...)', 'person with a learning disability(...)', 'easily distracted(...)', 'confused(...)', 'disorganized(...)', 'silly(...)']",[],"['person with mental disability(...)', 'person with psychiatric disabilities(...)', 'person with intellectual disability(...)', 'person with a learning disability(...)', 'easily distracted(...)', 'confused(...)', 'disorganized(...)', 'silly(...)']",
unique personality,~a|~s,unconscious_bias,behavior,behavior,"['autonomous personality', 'autonomous thinker', 'individuality', 'expressing their individuality']","['autonomous personalities', 'autonomous thinkers']","['individuality', 'expressing their individuality', 'autonomous personality', 'autonomous thinker', 'autonomous personalities', 'autonomous thinkers']",
with ADHD,|s,unconscious_bias,behavior,behavior,"['ADHDer', 'neurodivergent ((person))', 'who has attention deficit hyperactivity disability(...)', 'who has ADHD(...)', 'ADHD(...)']","['ADHDer', 'neurodivergent', 'pople who have attention deficit hyperactivity disability(...)', 'people with ADHD(...)']","['ADHDer', 'neurodivergent ((person))', 'who has attention deficit hyperactivity disability(...)', 'who has ADHD(...)', 'ADHD(...)', 'ADHDer', 'neurodivergent']",
Bible basher,~s|s,unconscious_bias,belief,belief,['-'],['-'],['-'],
Bible thumper,~s|s,unconscious_bias,belief,belief,['-'],['-'],['-'],
Christmas day off,s|s|,unconscious_bias,belief,belief,['holiday days off'],[],['holiday days off'],
Happy Easter,~a|~s,unconscious_bias,belief,belief,"['Sending you spring wishes(...)', 'May your long weekend be filled with joy(...)', 'A great start into a happy spring season(...)', 'Sending you spring wishes(...)', 'Happy holidays(...)']",[],"['Sending you spring wishes(...)', 'May your long weekend be filled with joy(...)', 'A great start into a happy spring season(...)', 'Sending you spring wishes(...)', 'Happy holidays(...)']",
Jesus freak,~s|s,unconscious_bias,belief,belief,['-'],['-'],['-'],
man is the measure of all things,s|~v||s|||~s,unconscious_bias,belief,belief,['humans are the measure of all things'],[],['humans are the measure of all things'],
man of God,s||~s,unconscious_bias,belief,function,"['priest', 'pastor', 'preacher', 'vicar', 'parson', 'cleric', 'reverend', 'deacon', 'evangelist', 'monk', 'devout person', 'holy person', 'saint', 'prophet']",[],"['priest', 'pastor', 'preacher', 'vicar', 'parson', 'cleric', 'reverend', 'deacon', 'evangelist', 'monk', 'devout person', 'holy person', 'saint', 'prophet']",
man shall not live by bread alone,s|v||v||s|,unconscious_bias,belief,belief,"['no one should live by bread alone', 'humans should not live by bread alone']",[],"['no one should live by bread alone', 'humans should not live by bread alone']",
Merry Christmas,~a|s,unconscious_bias,belief,belief,"[""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', '--- ask about their traditions, if possible', 'I hope you have a delightful winter break with friends and loved ones(...)']","['--- ask about their traditions, if possible']","['--- ask about their traditions, if possible', ""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', 'I hope you have a delightful winter break with friends and loved ones(...)']",
Merry X-mas,~a|s,unconscious_bias,belief,belief,"[""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', '--- ask about their traditions, if possible', 'I hope you have a delightful winter break with friends and loved ones(...)']","['--- ask about their traditions, if possible']","['--- ask about their traditions, if possible', ""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', 'I hope you have a delightful winter break with friends and loved ones(...)']",
papist,s,unconscious_bias,belief,belief,['-'],['-'],['-'],
rest on Sunday,v||~s,unconscious_bias,belief,belief,"['rest on your non-working day', 'recharge on rest day', '--- only as a reference to religious practice', 'Relax and refuel on your rest day(...)', 'Enjoy your rest day(...)', 'Make the most of your weekend(...)']",['--- only as a reference to religious practice'],"['--- only as a reference to religious practice', 'rest on your non-working day', 'recharge on rest day', 'Relax and refuel on your rest day(...)', 'Enjoy your rest day(...)', 'Make the most of your weekend(...)']",
rest on Sundays,v||~s,unconscious_bias,belief,belief,"['get rest on non-working days', 'recharge on rest days', '--- only as a reference to religious practice', 'Relax and refuel on rest days(...)', 'Enjoy your rest days(...)', 'Make the most of your weekends(...)']",['--- only as a reference to religious practice'],"['--- only as a reference to religious practice', 'get rest on non-working days', 'recharge on rest days', 'Relax and refuel on rest days(...)', 'Enjoy your rest days(...)', 'Make the most of your weekends(...)']",
