Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split
firstclass citizen,i,unconscious_bias,classism,classism,"['core feature --- in programming', 'built-in --- in programming', 'citizen', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'core feature --- in programming', 'built-in --- in programming', 'citizen']"
firstclass citizenship,i,unconscious_bias,classism,classism,"['citizenship', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'citizenship']"
fly blind,v+a,unconscious_bias,vision,cultural,"['have nothing to guide you', 'working without support from others']",[],"['have nothing to guide you', 'working without support from others']"
former addict,s,unconscious_bias,medical_state,medical_state,"['person in recovery(...)', 'someone in long-term recovery(...)', 'person who previously used drugs(...)']","['people in recovery(...)', 'those in long-term recovery(...)', 'people who previously used drugs(...)']","['person in recovery(...)', 'someone in long-term recovery(...)', 'person who previously used drugs(...)']"
full court press,s,unconscious_bias,sports_terms,sports_terms,['put all resources to work'],[],['put all resources to work']
fumble the ball,i,unconscious_bias,sports_terms,sports_terms,['make a mistake'],[],['make a mistake']
game plan,s,unconscious_bias,sports_terms,sports_terms,"['strategy', 'plan', 'strategies', 'plans']","['strategies', 'plans']","['strategy', 'plan', 'strategies', 'plans']"
get a rain check,i,unconscious_bias,sports_terms,sports_terms,"['postpone', 'do this another time', 'revisit the topic later']",[],"['postpone', 'do this another time', 'revisit the topic later']"
get flak,v+s,unconscious_bias,military_source,military_source,"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']",[],"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']"
go the extra mile,i,unconscious_bias,agentic,competitive,"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']",[],"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']"
go the extra-mile,i,unconscious_bias,agentic,competitive,"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']",[],"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']"
go the extramile,i,unconscious_bias,agentic,competitive,"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']",[],"['think ahead', 'make a special effort', 'make customers happy(...)', 'find creative solutions to customer requests(...)', 'delight and retain customers through unexpected generosity and unusual solutions(...)']"
go to bat,i,unconscious_bias,sports_terms,sports_terms,"['take on a cause', 'stand ready']",[],"['take on a cause', 'stand ready']"
goal getter,s,unconscious_bias,sports_terms,exaggerating,"['person who continues despite difficulties(...)', 'person devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'person happy to see (...) through']","['people who continue despite difficulties(...)', 'people devoted to their purposes(...)', 'people who stick to their goals(...)', 'people happy to see (...) through']","['person who continues despite difficulties(...)', 'person devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'person happy to see (...) through']"
goes the extra mile,i,unconscious_bias,agentic,competitive,"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']",[],"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']"
goes the extra-mile,i,unconscious_bias,agentic,competitive,"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']",[],"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']"
goes the extramile,i,unconscious_bias,agentic,competitive,"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']",[],"['thinks ahead', 'makes a special effort', 'makes customers happy(...)', 'finds creative solutions to customer requests(...)', 'delights and retains customers through unexpected generosity and unusual solutions(...)']"
going the extra mile,i,unconscious_bias,agentic,competitive,"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']",[],"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']"
going the extra-mile,i,unconscious_bias,agentic,competitive,"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']",[],"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']"
going the extramile,i,unconscious_bias,agentic,competitive,"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']",[],"['thinking ahead', 'making a special effort', 'making customers happy(...)', 'finding creative solutions to customer requests(...)', 'delighting and retaining customers through unexpected generosity and unusual solutions(...)']"
gone the extra mile,i,unconscious_bias,agentic,competitive,"['thought ahead', '', 'made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']",[],"['thought ahead', '', 'made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']"
gone the extra-mile,i,unconscious_bias,agentic,competitive,"['thought ahead', '', 'made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']",[],"['thought ahead', '', 'made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']"
gone the extramile,i,unconscious_bias,agentic,competitive,"['thought ahead', '', 'made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']",[],"['thought ahead', '', 'made a special effort', 'made customers happy(...)', 'found creative solutions to satisfy customer requests(...)', 'delighted and retained customers through unexpected generosity and unusual solutions(...)']"
grand slam,i,unconscious_bias,sports_terms,sports_terms,['major achievement'],[],['major achievement']
grandfather clause,s,unconscious_bias,racist_source,racist_source,"['legacy clause', 'legacy clauses']",['legacy clauses'],"['legacy clause', 'legacy clauses']"
grandfathered in,a,unconscious_bias,racist_source,racist_source,"['exempt', 'subject to a legacy clause', 'made exempt from a new regulation(...)']",[],"['exempt', 'subject to a legacy clause', 'made exempt from a new regulation(...)']"
grey day,s,unconscious_bias,racist_source,racist_source,"['restricted day', 'restricted days']",['restricted days'],"['restricted day', 'restricted days']"
grey hat,s,unconscious_bias,racist_source,racist_source,"['person who hacks to get the attention of those owning the system', 'people who hack to get the attention of those owning the system', 'person who acts not entirely ethical(...)', 'someone who acts not completely unethical(...)']","['people who hack to get the attention of those owning the system', 'people who act not entirely unethical(...)', 'people who do not always act ethical(...)']","['person who hacks to get the attention of those owning the system', 'person who acts not entirely ethical(...)', 'someone who acts not completely unethical(...)', 'people who hack to get the attention of those owning the system']"
grey hat,s,unconscious_bias,racist_source,racist_source,"['person who hacks to get the attention of those owning the system', 'people who hack to get the attention of those owning the system', 'person who acts not entirely ethical(...)', 'someone who acts not completely unethical(...)']","['people who hack to get the attention of those owning the system', 'people who act not entirely unethical(...)', 'people who do not always act completely ethical(...)']","['person who hacks to get the attention of those owning the system', 'person who acts not entirely ethical(...)', 'someone who acts not completely unethical(...)', 'people who hack to get the attention of those owning the system']"
grumpy old man,a+a+s,unconscious_bias,age_old,age_old,"['older adult', 'older adults']",['older adults'],"['older adult', 'older adults']"
guys and girls,i,unconscious_bias,gender_identity,gender_identity,"['all', 'dear guests', 'friends', 'everyone', 'folks', 'people', 'everybody']",[],"['all', 'dear guests', 'friends', 'everyone', 'folks', 'people', 'everybody']"
gypsy language,s,unconscious_bias,racist_source,racist_source,"['Romani', 'Sinte Romani', 'Sinte', 'Romani', 'Sinte Romani', 'Sinte']","['Romani', 'Sinte Romani', 'Sinte']","['Romani', 'Sinte Romani', 'Sinte', 'Romani', 'Sinte Romani', 'Sinte']"
handi capable,a,unconscious_bias,ability,ability,"['have a disability', 'have access needs', 'person living with a physical disability(...)', 'person who live with a disability(...)']",[],"['have a disability', 'have access needs', 'person living with a physical disability(...)', 'person who live with a disability(...)']"
have special needs,v+a+s,unconscious_bias,ability,ability,"['live with a disability', 'have access needs', 'require additional services', 'need specialised support', 'require specialised assistance']",[],"['live with a disability', 'have access needs', 'require additional services', 'need specialised support', 'require specialised assistance']"
head strong,a,unconscious_bias,agentic,rough,"['knowing your mind(...)', ""sticking to one's purpose(...)"", 'stick to their course of action(...)', ""have a clear view of one's goals(...)""]",[],"['knowing your mind(...)', ""sticking to one's purpose(...)"", 'stick to their course of action(...)', ""have a clear view of one's goals(...)""]"
hearing impaired,a,unconscious_bias,hearing,hearing,"['signing Deaf', '', 'hard-of-hearing', 'ASL using', 'ASL speaking', 'non-speaking']",[],"['hard-of-hearing', 'ASL using', 'ASL speaking', 'non-speaking', 'signing Deaf', '']"
high functioning,a,unconscious_bias,medical_state,medical_state,"['--- specify strengths', '-']",['-'],"['-', '--- specify strengths']"
hit it out of the park,i,unconscious_bias,sports_terms,sports_terms,"['do extraordinarily well', 'earn an exceptional achievement', 'make a strikingly good impression']",[],"['do extraordinarily well', 'earn an exceptional achievement', 'make a strikingly good impression']"
hole in one,s,unconscious_bias,sports_terms,sports_terms,"['unexpected achievement', 'miraculous achievement']",[],"['unexpected achievement', 'miraculous achievement']"
home run,i,unconscious_bias,sports_terms,sports_terms,['major achievement'],[],['major achievement']
homeless people,a+s,unconscious_bias,classism,APA,['people without housing(...)'],[],['people without housing(...)']
homeless person,a+s,unconscious_bias,classism,APA,['person without housing(...)'],[],['person without housing(...)']
human resources,s,unconscious_bias,agentic,agentic,['human relations'],[],['human relations']
husband and wife,i,unconscious_bias,sexual_orientation,sexual_orientation,"['spouses', 'marital partners', 'married people', 'life partners', 'newlyweds', 'married couple', 'domestic partners']",[],"['spouses', 'marital partners', 'married people', 'life partners', 'newlyweds', 'married couple', 'domestic partners']"
hyper active,a,unconscious_bias,medical_state,medical_state,"['person with ADHD(...)', 'person with attention deficit hyperactivity disorder(...)', 'fidgety(...)', 'restless(...)', 'easily bored(...)']",[],"['person with ADHD(...)', 'person with attention deficit hyperactivity disorder(...)', 'fidgety(...)', 'restless(...)', 'easily bored(...)']"
hyper sensitive,a,unconscious_bias,behavior,behaviour,"['highly responsive to outside influences', 'someone who has sensory processing sensitivity(...)', 'person living with hypersensitivity(...)', 'someone likely to feel things more deeply(...)', 'a personality with increased responsiveness to outside influences(...)', 'someone who does not handle outside stimuli well(...)', 'people more likely to feel stressed when facing noise or crowds(...)']",[],"['highly responsive to outside influences', 'someone who has sensory processing sensitivity(...)', 'person living with hypersensitivity(...)', 'someone likely to feel things more deeply(...)', 'a personality with increased responsiveness to outside influences(...)', 'someone who does not handle outside stimuli well(...)', 'people more likely to feel stressed when facing noise or crowds(...)']"
illegal alien,a+s,unconscious_bias,migration,migration,"['undocumented person', 'irregular migrant', 'non-documented migrant', 'undocumented people', 'irregular migrants', 'non-documented migrants', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)']","['undocumented people', 'irregular migrants', 'non-documented migrants', 'people with a migration background(...)', 'individuals who have migrated into their present country of residence(...)']","['undocumented person', 'irregular migrant', 'non-documented migrant', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)', 'undocumented people', 'irregular migrants', 'non-documented migrants']"
illegal immigrant,a+s,unconscious_bias,migration,migration,"['undocumented person', 'irregular migrant', 'non-documented migrant', 'undocumented people', 'irregular migrants', 'non-documented migrants', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)']","['undocumented people', 'irregular migrants', 'non-documented migrants', 'people with a migration background(...)', 'individuals who have migrated into their present country of residence(...)']","['undocumented person', 'irregular migrant', 'non-documented migrant', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)', 'undocumented people', 'irregular migrants', 'non-documented migrants']"
in charge,a,unconscious_bias,agentic,rough,"['responsible for', 'take care of', 'responsible(...)', 'in a supervisory role(...)', 'providing guidance(...)']",[],"['responsible for', 'take care of', 'responsible(...)', 'in a supervisory role(...)', 'providing guidance(...)']"
in the ballpark,i,unconscious_bias,sports_terms,sports_terms,"['roughly', 'approximately']",[],"['roughly', 'approximately']"
in the front line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
in the front-line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
in the frontline,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
in the trenches,i,unconscious_bias,military_source,military_source,"['in the most difficult parts of the business', 'through hard times together', 'doing hands-on work', 'doing the hard work']",[],"['in the most difficult parts of the business', 'through hard times together', 'doing hands-on work', 'doing the hard work']"
in your corner,i,unconscious_bias,sports_terms,sports_terms,"['on your side', 'giving you support and encouragement']",[],"['on your side', 'giving you support and encouragement']"
is adopted,v+s,unconscious_bias,classism,classism,['was adopted'],[],['was adopted']
kick off,s,unconscious_bias,sports_terms,sports_terms,"['launch', 'project start', 'opening']",[],"['launch', 'project start', 'opening']"
killing it,i,unconscious_bias,military_source,military_source,"['taking pride in a job well done', 'doing their job extremely well']",[],"['taking pride in a job well done', 'doing their job extremely well']"
knock it out of the park,i,unconscious_bias,sports_terms,sports_terms,"['do a great job', 'do exceptionally well', 'surpass expectations']",[],"['do a great job', 'do exceptionally well', 'surpass expectations']"
knocked it out of the park,i,unconscious_bias,sports_terms,sports_terms,"['did a great job', 'did exceptionally well', 'surpassed expectations']",[],"['did a great job', 'did exceptionally well', 'surpassed expectations']"
ladies and gentlemen,i,unconscious_bias,gender_identity,gender_identity,"['distinguished guests', 'everyone', 'folks', 'people', 'everybody']",[],"['distinguished guests', 'everyone', 'folks', 'people', 'everybody']"
lady's wear,s,unconscious_bias,gender_identity,gender_identity,['feminine fashion'],[],['feminine fashion']
last name,a+s,unconscious_bias,culture,culture,"['family name', 'surname', 'married name', 'birth name', 'family names', 'surnames', 'married names', 'birth names']","['family names', 'surnames', 'married names', 'birth names']","['family name', 'surname', 'married name', 'birth name', 'family names', 'surnames', 'married names', 'birth names']"
loony bin,s,unconscious_bias,cognitive_perception,cognitive_perception,"['psychiatric hospital unit', 'mental health unit ', 'behavioural health unit', 'institution providing care to people with mental and psychiatric disabilities', 'psychiatric hospital wards', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental ot psychiatric disabilities', 'noisy and confusing scene(...)', 'situation full of confusion(...)', 'place in uproar(...)']","['psychiatric hospital wards', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental ot psychiatric disabilities']","['psychiatric hospital unit', 'mental health unit ', 'behavioural health unit', 'institution providing care to people with mental and psychiatric disabilities', 'noisy and confusing scene(...)', 'situation full of confusion(...)', 'place in uproar(...)', 'psychiatric hospital wards', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental ot psychiatric disabilities']"
low blow,a+s,unconscious_bias,sports_terms,sports_terms,"['unfair tactic', 'unkind comment', 'unfair tactics', 'unkind comments']","['unfair tactics', 'unkind comments']","['unfair tactic', 'unkind comment', 'unfair tactics', 'unkind comments']"
low class,a,unconscious_bias,classism,classism,"['working-class', 'socio-economically disadvantaged', 'from an economically disadvantaged background', 'from underprivileged and underserved communities']",[],"['working-class', 'socio-economically disadvantaged', 'from an economically disadvantaged background', 'from underprivileged and underserved communities']"
low functioning,a,unconscious_bias,medical_state,medical_state,"['--- specify weaknesses', '-']",['-'],"['-', '--- specify weaknesses']"
lower class,a,unconscious_bias,classism,classism,"['working-class', 'socio-economically disadvantaged', 'from an economically disadvantaged background', 'from underprivileged and underserved communities']",[],"['working-class', 'socio-economically disadvantaged', 'from an economically disadvantaged background', 'from underprivileged and underserved communities']"
maiden name,s,unconscious_bias,sexual_orientation,sexual_orientation,"['pre-marriage family name', 'pre-marriage surname', 'birth name', 'pre-marriage family names', 'pre-marriage surnames', 'birth names']","['pre-marriage family names', 'pre-marriage surnames', 'birth names']","['pre-marriage family name', 'pre-marriage surname', 'birth name', 'pre-marriage family names', 'pre-marriage surnames', 'birth names']"
male model,a+s,unconscious_bias,gender_identity,gender_identity,"['model', 'they', 'models']",['models'],"['model', 'they', 'models']"
man and wife,i,unconscious_bias,sexual_orientation,sexual_orientation,"['spouses', 'marital partners', 'partners', 'couple', 'domestic partners']",[],"['spouses', 'marital partners', 'partners', 'couple', 'domestic partners']"
man is the measure of all things,i,unconscious_bias,belief,belief,['humans are the measure of all things'],[],['humans are the measure of all things']
man of God,i,unconscious_bias,belief,function,"['priest', 'pastor', 'preacher', 'vicar', 'parson', 'cleric', 'reverend', 'deacon', 'evangelist', 'monk', 'devout person', 'holy person', 'saint', 'prophet']",[],"['priest', 'pastor', 'preacher', 'vicar', 'parson', 'cleric', 'reverend', 'deacon', 'evangelist', 'monk', 'devout person', 'holy person', 'saint', 'prophet']"
man shall not live by bread alone,i,unconscious_bias,belief,belief,"['no one should live by bread alone', 'humans should not live by bread alone']",[],"['no one should live by bread alone', 'humans should not live by bread alone']"
maniac for,s,unconscious_bias,behavior,behaviour,"['lover of', 'fan of', 'lovers of', 'fans of', 'person with an intense (habitual) liking for something(...)']","['lovers of', 'fans of', 'people with an intense (habitual) liking for something(...)']","['lover of', 'fan of', 'person with an intense (habitual) liking for something(...)', 'lovers of', 'fans of']"
manic depression,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']",['bipolar disorder'],"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']"
manic depressive illness,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']",['bipolar disorder'],"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']"
manic-depressive illness,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']",['bipolar disorder'],"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']"
manicdepressive illness,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']",['bipolar disorder'],"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']"
master bathroom,s,unconscious_bias,racist_source,racist_source,"['main bathroom', 'largest bathroom', 'primary bathroom', 'bathroom attached to the largest bedroom', ""owner's bathroom"", 'main bathrooms', 'largest bathrooms', 'primary bathrooms', 'bathrooms attached to the largest bedrooms', ""owner's bathrooms""]","['main bathrooms', 'largest bathrooms', 'primary bathrooms', 'bathrooms attached to the largest bedrooms', ""owner's bathrooms""]","['main bathroom', 'largest bathroom', 'primary bathroom', 'bathroom attached to the largest bedroom', ""owner's bathroom"", 'main bathrooms', 'largest bathrooms', 'primary bathrooms', 'bathrooms attached to the largest bedrooms', ""owner's bathrooms""]"
master bedroom,s,unconscious_bias,racist_source,racist_source,"['main bedroom', 'largest bedroom', 'primary bedroom', 'bedroom with attached bathroom', ""owner's suite"", ""owner's bedroom"", 'main bedrooms', 'largest bedrooms', 'primary bedrooms', 'bedrooms with attached bathrooms', ""owners' suites"", ""owners' bedrooms""]","['main bedrooms', 'largest bedrooms', 'primary bedrooms', 'bedrooms with attached bathrooms', ""owners' suites"", ""owners' bedrooms""]","['main bedroom', 'largest bedroom', 'primary bedroom', 'bedroom with attached bathroom', ""owner's suite"", ""owner's bedroom"", 'main bedrooms', 'largest bedrooms', 'primary bedrooms', 'bedrooms with attached bathrooms', ""owners' suites"", ""owners' bedrooms""]"
master cabin,s,unconscious_bias,racist_source,racist_source,"['main cabin', 'largest cabin', 'primary cabin']",[],"['main cabin', 'largest cabin', 'primary cabin']"
master key,s,unconscious_bias,racist_source,racist_source,"['skeleton key', 'passkey', 'passepartout']",[],"['skeleton key', 'passkey', 'passepartout']"
master race,i,unconscious_bias,racist_source,racist_source,['supremacists'],[],['supremacists']
medication assisted treatment,s,unconscious_bias,medical_state,medical_state,"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']",[],"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']"
medication-assisted treatment,s,unconscious_bias,medical_state,medical_state,"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']",[],"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']"
medicationassisted treatment,s,unconscious_bias,medical_state,medical_state,"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']",[],"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']"
men and women,s,unconscious_bias,sexual_orientation,sexual_orientation,['people of all genders'],[],['people of all genders']
men's wear,s,unconscious_bias,gender_identity,gender_identity,['masculine fashion'],[],['masculine fashion']
mental case,s,unconscious_bias,cognitive_perception,cognitive_perception,"['person with mental impairment(...)', 'person with psychiatric disabilities(...)']","['people with mental impairment(...)', 'people with psychiatric disabilities(...)']","['person with mental impairment(...)', 'person with psychiatric disabilities(...)']"
mentally defective,a,unconscious_bias,cognitive_ability,cognitive_ability,"['living with mental illness', 'living with a mental disorder', 'out of control(...)', 'unpredictable(...)', 'absurd(...)', 'reckless(...)', 'baffling(...)']",[],"['living with mental illness', 'living with a mental disorder', 'out of control(...)', 'unpredictable(...)', 'absurd(...)', 'reckless(...)', 'baffling(...)']"
mentally deficient,a,unconscious_bias,cognitive_ability,cognitive_ability,"['have a cognitive disability', 'living with a learning disability', 'have an intellectual disability']",[],"['have a cognitive disability', 'living with a learning disability', 'have an intellectual disability']"
mentally deranged,a,unconscious_bias,cognitive_perception,cognitive_perception,"['living with a mental health condition', 'living with a mental illness', 'person with a mental illness(...)', 'person with a psyciatric impairment(...)', ""someone who doesn't think clearly(...)"", 'person whose behaviour is confusing(...)', 'someone who appears irrational(...)']",[],"['living with a mental health condition', 'living with a mental illness', 'person with a mental illness(...)', 'person with a psyciatric impairment(...)', ""someone who doesn't think clearly(...)"", 'person whose behaviour is confusing(...)', 'someone who appears irrational(...)']"
mentally ill,a,unconscious_bias,cognitive_perception,APA,"['living with a mental health condition', 'living with a mental illness', 'confused(...)', 'not thinking clearly(...)', 'behaving confusingly(...)']",[],"['living with a mental health condition', 'living with a mental illness', 'confused(...)', 'not thinking clearly(...)', 'behaving confusingly(...)']"
morbidly obese,a,unconscious_bias,medical_state,medical_state,"['Person with obesity(...)', 'person of size(...)', 'person living with obesity(...)']",[],"['Person with obesity(...)', 'person of size(...)', 'person living with obesity(...)']"
mother tongue,s,unconscious_bias,migration,migration,"['language', 'first language', 'active language', 'family language', 'languages', 'first languages', 'active languages']","['languages', 'first languages', 'active languages']","['language', 'first language', 'active language', 'family language', 'languages', 'first languages', 'active languages']"
mouth breather,s,unconscious_bias,cognitive_ability,cognitive_ability,"['person with an underlying medical condition that affects their breathing(...)', 'a person with cerebral palsy(...)', 'someone with Down syndrome(...)', 'person with sleep apnea(...)', 'someone who is uninformed(...)', 'ignorant person(...)', 'narrow minded person(...)', 'someone with a limited outlook(...)']","['people with an underlying medical condition that affects their breathing(...)', 'persons with cerebral palsy(...)', 'people with Down syndrome(...)', 'people with sleep apnea(...)', 'persons who are uninformed(...)', 'ignorant persons(...)', 'narrow minded persons(...)', 'persons with a limited outlook(...)']","['person with an underlying medical condition that affects their breathing(...)', 'a person with cerebral palsy(...)', 'someone with Down syndrome(...)', 'person with sleep apnea(...)', 'someone who is uninformed(...)', 'ignorant person(...)', 'narrow minded person(...)', 'someone with a limited outlook(...)']"
move the goalposts,i,unconscious_bias,sports_terms,sports_terms,['gain an advantage by changing the stated goals in-process'],[],['gain an advantage by changing the stated goals in-process']
native language,s,unconscious_bias,migration,migration,"['language', 'first language', 'active language', 'languages', 'first languages', 'active languages']","['languages', 'first languages', 'active languages']","['language', 'first language', 'active language', 'languages', 'first languages', 'active languages']"
native speaker,s,unconscious_bias,migration,migration,"['people whose first language is ((language))', 'person whose first language is ((language))(...)', 'person who is most comfortable communicating in ((language))(...)', 'person who thinks in ((language))(...)']","['people whose first language is ((language))', 'people who are most comfortable communicating in ((language))(...)', 'people who think in ((language))(...)', 'people who are most comfortable communicating in ((language))(...)', 'someone who thinks in ((language))(...)']","['person whose first language is ((language))(...)', 'person who is most comfortable communicating in ((language))(...)', 'person who thinks in ((language))(...)', 'people whose first language is ((language))']"
native speaker of,s,unconscious_bias,migration,migration,"['people whose first language is', 'person whose first language is(...)', 'person who is most comfortable communicating in(...)', 'person who thinks in(...)']","['people whose first language is', 'people who are most comfortable communicating in(...)', 'people who think in(...)']","['person whose first language is(...)', 'person who is most comfortable communicating in(...)', 'person who thinks in(...)', 'people whose first language is']"
next man up,i,unconscious_bias,sports_terms,sports_terms,"['replacement', 'next']",[],"['replacement', 'next']"
no holds barred,i,unconscious_bias,sports_terms,sports_terms,"['without limits', 'without controls', 'with no restrictions', 'without rules or restrictions']",[],"['without limits', 'without controls', 'with no restrictions', 'without rules or restrictions']"
nut house,s,unconscious_bias,ability,ability,"['psychiatric hospital unit', 'mental health unit ', 'behavioural health unit', 'institution providing care to people with mental and psychiatric disabilities', 'psychiatric hospital units', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental and psychiatric disabilities', 'situation full of confusion(...)', 'place in uproar(...)', 'noisy and confusing scene(...)']","['psychiatric hospital units', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental and psychiatric disabilities', 'situations full of confusion(...)', 'places in uproar(...)', 'noisy and confusing scenes(...)']","['psychiatric hospital unit', 'mental health unit ', 'behavioural health unit', 'institution providing care to people with mental and psychiatric disabilities', 'situation full of confusion(...)', 'place in uproar(...)', 'noisy and confusing scene(...)', 'psychiatric hospital units', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental and psychiatric disabilities']"
of a certain age,i,unconscious_bias,age_old,age_old,"['with experience', 'adult']",[],"['with experience', 'adult']"
