Lemma,Word_Type,Category,Primary_subcategory,Alt_split
Spitzenreiter,s,style,exaggerating,"['Spitzenreiter~in~/~Spitzenreiter', 'jemand, der gern auf Meilensteine hinarbeitet(...)', 'Mensch, der mit dem Team gemeinsame Ziele angeht(...)', 'Person, die mit dem Team (...) erreichen möchte', 'Person, die unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan anpackt(...)', 'du bist engagiert in deinen Aufgaben(...)', 'Tatmenschen', 'Spitzenreiter~in~ und ~Spitzenreiter', 'Unternehmen, das im Markt Maßstäbe setzt(...)', 'wichtige Sache(...)', 'Ziel, das das Team inspiriert(...)', 'inspirierendes Teammitglied(...)', 'Mensch, der dem Team mit Rat und Tat zur Seite steht(...)', 'im Markt richtungweisendes Unternehmen(...)', 'Lieblings (...)']"
Spitzenunternehmen,s,style,exaggerating,"['Unternehmen, das technologischen Wandel gestaltet,', 'Unternehmen, das neue Technologien mit Bedacht und Kreativität einsetzt,', 'Unternehmen, das ausgewählte Technologien erfolgreich vorantreibt,', 'Unternehmen, die technologischen Wandel gestalten', 'Unternehmen, die neue Technologien mit Bedacht und Kreativität einsetzen,', 'Unternehmen, die ausgewählte Technologien erfolgreich vorantreiben']"
Superstar,s,style,exaggerating,"['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Mensch, der Meilensteine erreichen will(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']"
Team-player,s,style,hollow,"['Teamplayer~in~/~Teamplayer', 'Person, die gut und gern mit anderen zusammenarbeitet(...)', 'jemand, dem gute Verständigung und kameradschaftliches Verhalten wichtig sind(...)', 'jemand, dem das ""Wir"" wichtiger ist als das ""Ich""(...)', 'Team', 'Teammitglieder', 'Teamplayer~innen~/~Teamplayer', 'Leute, die gut und gern mit anderen zusammenarbeiten(...)', 'Menschen, denen kameradschaftliches Verhalten und gute Verständigung wichtig sind(...)', 'Menschen, den das ""Wir"" wichtiger ist als das ""Ich""(...)']"
Teamfähigkeit,s,style,hollow,"['Kooperationsfähigkeit', 'Akzeptanz gegenüber verschiedenen Menschen und Verhaltensweisen', 'Fähigkeit mit Unterschieden und Gemeinsamkeiten umzugehen', 'Kommunikationsfähigkeit', 'Kompromissbereitschaft zugunsten des gemeinsamen Ziels']"
Teamplayer,s,style,hollow,"['Teamplayer~in~/~Teamplayer', 'Person, die gut und gern mit anderen zusammenarbeitet(...)', 'jemand, dem gute Verständigung und kameradschaftliches Verhalten wichtig sind(...)', 'jemand, dem das ""Wir"" wichtiger ist als das ""Ich""(...)', 'Team', 'Teammitglieder', 'Teamplayer~innen~/~Teamplayer', 'Leute, die gut und gern mit anderen zusammenarbeiten(...)', 'Menschen, denen kameradschaftliches Verhalten und gute Verständigung wichtig sind(...)', 'Menschen, den das ""Wir"" wichtiger ist als das ""Ich""(...)']"
Top-Performance,s,style,exaggerating,"['Engagement', 'erfreuliches Ergebnis', 'Kompetenz', 'Bravourstück', 'einen Meilenstein mit Leichtigkeit erreicht haben(...)']"
Top-Performer,s,style,exaggerating,"['Kümmerer', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Team-Mentor~in~/~Team-Mentor', 'jemand mit Blick fürs große Ganze(...)', 'Mensch, dem Meilensteine am Herzen liegen(...)', 'Mensch, der Aufgaben konstruktiv und engagiert angeht(...)', 'jemand, der mit dem Team Ziele gemeinsam umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)', 'Tatmenschen', 'Mitdenkende', 'engagierte Mitarbeitende', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Leute mit Blick fürs große Ganze(...)', 'Menschen, denen Meilensteine am Herzen liegen(...)', 'Menschen, die Aufgaben konstruktiv und engagiert angehen(...)', 'Leute, die mit dem Team Ziele gemeinsam umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']"
Topic,s,style,anglicism,"['Thema', 'Aufgabenstellung', 'Thematik', 'Gesprächsgegenstand', 'Inhalt']"
Topperformance,s,style,exaggerating,"['Engagement', 'erfreuliches Ergebnis', 'Kompetenz', 'Bravourstück', 'einen Meilenstein mit Leichtigkeit erreicht haben(...)']"
Topperformer,s,style,exaggerating,"['Kümmerer', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Team-Mentor~in~/~Team-Mentor', 'jemand mit Blick fürs große Ganze(...)', 'Mensch, dem Meilensteine am Herzen liegen(...)', 'Mensch, der Aufgaben konstruktiv und engagiert angeht(...)', 'jemand, der mit dem Team Ziele gemeinsam umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)', 'Tatmenschen', 'Mitdenkende', 'engagierte Mitarbeitende', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Leute mit Blick fürs große Ganze(...)', 'Menschen, denen Meilensteine am Herzen liegen(...)', 'Menschen, die Aufgaben konstruktiv und engagiert angehen(...)', 'Leute, die mit dem Team Ziele gemeinsam umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']"
Traction,s,style,anglicism,"['Zugkraft', 'greifen(...)', 'Fuß (fassen)(...)', 'an Boden (gewinnen)(...)', 'Fahrt (aufnehmen)(...)']"
Traumaufgabe,s,style,exaggerating,"['Aufgabe, die den eigenen Wünschen entspricht', 'Aufgabe, für die sich jemand mit Freude engagiert', 'Aufgabe, die inspiriert und motiviert']"
Traumjob,s,style,exaggerating,"['Job, der den persönlichen Wünschen entspricht', 'interessanter Job', 'gut bezahlter Job', 'Job in einem engagierten offenen Team']"
Treiber,s,style,exaggerating,"['Person, die den Takt vorgibt(...)', 'Person, die motiviert(...)', 'Person, die die Initiative ergreift(...)', 'Person, die dem Team hilft, gemeinsame Ziele zu erreichen(...)', 'Motivierende']"
Update,s,style,anglicism,['Aktualisierung']
Vacancy,s,style,anglicism,['Freie Stelle']
Wallpaper,s,style,anglicism,['Bildschirmhintergrund']
Weltherrschaft,s,style,exaggerating,"['tonangebende Rolle', 'einflussreiche Position', 'überwiegende Marktpräsenz', 'Position, die erlaubt, im Markt Maßstäbe zu setzen', 'Rolle, in der man Weg und Richtung weist']"
Weltmarktführer,s,style,exaggerating,"['Weltmarke', 'Unternehmen mit dem größten Weltmarktanteil nach Umsatz', 'Unternehmen mit dem größten Weltmarktanteil nach Stückzahl', 'Unternehmen, das im weltweiten Handel im Segment mehr vertreten ist als andere', 'Unternehmen, das den technologischen Wandel im Markt weltweit gestaltet']"
Weltspitze,s,style,exaggerating,"['tonangebende Rolle', 'einflussreiche Position', 'überwiegende Marktpräsenz', 'Position, die erlaubt, im Markt Maßstäbe zu setzen', 'Rolle, in der man Weg und Richtung weist']"
Wettkämpfer,s,style,exaggerating,"['Wettkampf', 'Wettkämpfer~in~/~Wettkämpfer', 'Mensch, der sein Team gern auf dem gemeinsamen Weg mitnimmt(...)', 'jemand, der ein faires Miteinander schätzt(...)', 'jemand, der Ziele zusammen mit dem Team erreichen will(...)', 'Wettkämpfer~innen~ und ~Wettkämpfer', 'Menschen, die ihr Team gern auf dem gemeinsamen Weg mitnehmen(...)', 'alle, die ein faires Miteinander schätzen(...)', 'Leute, die Ziele zusammen mit dem Team umsetzen wollen(...)']"
Winner-Typ,s,style,exaggerating,"['umsetzungsfreudiger Mensch(...)', 'Mensch, der gemeinsame Ziele motiviert anpackt(...)', 'jemand, der Freude am Erreichen von Meilensteinen hat(...)', 'jemand, der zusammen mit dem Team kontinuierlich Ziele umsetzt(...)', 'jemand, der gemeinsame Aufgaben mit Elan angeht(...)']"
Winnertyp,s,style,exaggerating,"['umsetzungsfreudiger Mensch(...)', 'Mensch, der gemeinsame Ziele motiviert anpackt(...)', 'jemand, der Freude am Erreichen von Meilensteinen hat(...)', 'jemand, der zusammen mit dem Team kontinuierlich Ziele umsetzt(...)', 'jemand, der gemeinsame Aufgaben mit Elan angeht(...)']"
Workflow,s,style,anglicism,['Arbeitsablauf']
aber,adv,style,filler,['-']
abermals,adv,style,filler,['-']
absolut,a,style,exaggerating,"['durch und durch', 'real', 'umfassend', 'uneingeschränkt', 'gründlich', 'zweifelsohne', 'gerne', 'zuverlässig']"
adressieren,v,style,anglicism,"['besprechen', 'beschäftigen mit', 'angehen', 'mit (...) befassen ', 'nehmen (...) dem Thema an', 'nehmen (...) der Sache an']"
agreed,a,style,anglicism,"['einer Meinung', 'zugesagt', 'eingewilligt', 'angenommen', 'vereinbart']"
aktiv,a,style,hollow,"['--- nicht auf Menschen beziehen', 'lebendig', 'tatkräftig', 'lebhaft', 'enthusiastisch', 'engagiert', 'energiegeladen', 'vital', 'eifrig', 'anpassungsfähig', 'schwungvoll']"
allein,adv,style,filler,['-']
allemal,adv,style,filler,['-']
allenfalls,adv,style,filler,['-']
allenthalben,adv,style,filler,['-']
allerdings,adv,style,filler,['-']
allesamt,adv,style,filler,['-']
allzu,adv,style,filler,['-']
also,adv,style,filler,['-']
andauernd,a,style,filler,['-']
andererseits,adv,style,filler,['-']
andernfalls,adv,style,filler,['-']
anscheinend,a,style,filler,['-']
asapst,a,style,anglicism,"['baldigst', 'schleunigst', 'so schnell es geht', 'so schnell wie möglich']"
auch,adv,style,filler,['-']
auffallend,a,style,filler,['-']
augenscheinlich,a,style,filler,['-']
ausdrücklich,a,style,filler,['-']
ausgeprägt,a,style,exaggerating,"['sichtbar', 'intensiv', 'wahrnehmbar', 'gründlich', 'spürbar', 'merklich', 'klar erkennbar', 'klar umrissen', 'prägnant', 'klar ersichtlich']"
ausgerechnet,adv,style,filler,['-']
ausgezeichnet,a,style,exaggerating,"['gut', 'bemerkenswert', 'mit einem Preis gewürdigt', 'öffentlich geehrt', 'auf (...) stolz sein dürfen']"
ausnahmslos,adv,style,filler,['-']
außerdem,adv,style,filler,['-']
außergewöhnlich,a,style,exaggerating,"['kreativ', 'gut', 'komplex', 'beeindruckend', 'eindrucksvoll', 'auffällig', 'sich positiv abhebend', 'bemerkenswert']"
außerordentlich,a,style,exaggerating,"['gut', 'eindrucksvoll', 'bemerkenswert']"
beeindrucken,v,style,exaggerating,"['einen guten Eindruck hinterlassen', 'einen guten Eindruck machen', 'wirken', 'bewegen', 'sich hervortun']"
beeindruckend,a,style,exaggerating,"['gut', 'bewegend', 'inspirierend', 'bemerkenswert', 'eindrucksvoll', 'wirkungsvoll']"
beinahe,adv,style,filler,['-']
bekanntlich,adv,style,filler,['-']
bereits,adv,style,filler,['-']
besonders,adv,style,filler,['-']
best-of-breed,a,style,anglicism,"['für diesen Geschäftszweck am besten passend', 'für diesen Anwendungsfall die effektivste', 'zu diesem Zweck empfehlenswerteste ']"
beste,a,style,exaggerating,"['leicht', 'einfach', 'mühelos', 'wirkungsvoll', 'als positiv empfunden', 'erfüllend', 'befriedigend', 'bereichernd', 'schön', 'fein', 'gut', 'passend']"
bestenfalls,adv,style,filler,['-']
bloß,adv,style,filler,['-']
brillant,a,style,exaggerating,"['glänzend', 'gebündelt', 'fokussiert', 'klar', 'kreativ', 'scharfsinnig', 'begabt', 'wirkungsvoll', 'einnehmend', 'technisch kreativ', 'gekonnt', 'famos', 'reich an Obertönen(...)', 'dass es eine Freude ist(...)', 'eine wahre Wonne(...)']"
challenged,a,style,anglicism,"['hinterfragt', 'auf den Prüfstand gebracht', 'in Frage gestellt', 'genauer angesehen', 'zur Sprache gebracht']"
challengen,v,style,anglicism,"['hinterfragen', 'auf den Prüfstand bringen', 'in Frage stellen', 'genauer ansehen', 'zrr Sprache bringen']"
closen,v,style,anglicism,"['abschließen', 'zu Ende bringen', 'unterzeichnen', 'zur Unterschrift bringen']"
committen,v,style,anglicism,"['zusagen', 'fest zusagen', 'dabei sein', 'mitmachen', 'unterstützen']"
dabei,adv,style,filler,['-']
dadurch,adv,style,filler,['-']
dagegen,adv,style,filler,['-']
daher,adv,style,filler,['-']
damals,adv,style,filler,['-']
danach,adv,style,filler,['-']
demgegenüber,adv,style,filler,['-']
demgemäß,adv,style,filler,['-']
demnach,adv,style,filler,['-']
denn,adv,style,filler,['-']
dennoch,adv,style,filler,['-']
deshalb,adv,style,filler,['-']
deswegen,adv,style,filler,['-']
doch,adv,style,filler,['-']
durchaus,adv,style,filler,['-']
durchweg,adv,style,filler,['-']
dynamisch,a,style,hollow,"['--- nicht auf Menschen beziehen', 'lebendig', 'tatkräftig', 'lebhaft', 'enthusiastisch', 'engagiert', 'energiegeladen', 'vital', 'eifrig', 'anpassungsfähig', 'schwungvoll']"
eben,adv,style,filler,['-']
eigentlich,adv,style,filler,['-']
eindrücklich,a,style,exaggerating,"['eindringlich', 'eloquent', 'in eindringlichen Bildern', 'bildlich', 'emphatisch', 'anschaulich']"
einerseits,adv,style,filler,['-']
einige,adv,style,filler,['-']
einigermaßen,adv,style,filler,['-']
einmal,adv,style,filler,['-']
einzigartig,a,style,exaggerating,"['spezifisch', 'eindeutig', 'kreativ', 'einfallsreich', 'überraschend', 'ausgefallen']"
erfolgreich,a,style,exaggerating,"['fähig', 'gelungen', 'gewinnbringend', 'produktiv', 'zielführend', 'wirkungsvoll(...)', 'ertragreich(...)', 'mit gutem Ergebnis(...)', 'mit Leichtigkeit(...)', 'alle Meilensteine erreicht(...)']"
ergo,adv,style,filler,['-']
erheblich,adv,style,filler,['-']
erstklassig,a,style,exaggerating,"['mit einem Auge für Qualität', 'zuverlässig und präzise', 'ansprechend', 'gehoben', 'rein', 'bevorzugt', 'sorgfältig ausgewählt']"
etabliert,a,style,exaggerating,"['anerkannt', 'akzeptiert', 'sich einen Namen gemacht habend', 'verwurzelt', 'eingerichtet', 'geltend', 'eingeführt', 'bekannt', 'bewährt', 'aufgebaut']"
etliche,adv,style,filler,['-']
etwa,adv,style,filler,['-']
exzellent,a,style,exaggerating,"['wertvoll', 'gut', 'qualitätsorientiert', 'mit Sinn für Qualität', 'von besonderer Qualität']"
fantastisch,a,style,exaggerating,"['inspirierend', 'begeisternd', 'motivierend']"
fast,adv,style,filler,['-']
fast-lane,s,style,anglicism,['Überholspur']
fastlane,s,style,anglicism,['Überholspur']
flexibel,a,style,hollow,"['--- nicht auf Menschen beziehen', 'anpassungsfähig', 'strategisch wendig', 'pragmatisch', 'offen', 'beweglich', 'agil', 'variabel', 'mobil', 'durch die Nutzenden definiert']"
folgendermaßen,adv,style,filler,['-']
folglich,adv,style,filler,['-']
fortwährend,adv,style,filler,['-']
fraglos,adv,style,filler,['-']
freilich,adv,style,filler,['-']
fundiert,a,style,exaggerating,"['mit Know-how', 'mit Erfahrung']"
förmlich,adv,style,filler,['-']
führend,a,style,exaggerating,"['bedeutend', 'wichtig', 'bekannt', 'Maßstäbe setzend', 'einflussreich', 'richtungweisend', 'tonangebend', 'wegweisend']"
ganz,adv,style,filler,['-']
gar,adv,style,filler,['-']
gegreenlighted,v,style,anglicism,"['freigegeben', 'grünes Licht gegeben']"
gelegentlich,adv,style,filler,['-']
gemeinhin,adv,style,filler,['-']
geradezu,adv,style,filler,['-']
gewandt,a,style,exaggerating,"['geschickt', 'umsichtig', 'diplomatisch', 'behände', 'routiniert', 'beweglich', 'eloquent', 'anpassungsfähig']"
gewiss,adv,style,filler,['-']
gewissermaßen,adv,style,filler,['-']
glatt,adv,style,filler,['-']
gleichsam,adv,style,filler,['-']
gleichwohl,adv,style,filler,['-']
global,a,style,hollow,"['in vielen Ländern vertreten', 'auf allen Kontinenten vertreten', 'in ((Länder)) tätig', 'in vielen Ländern ((Kontinente)) tätig(...)', 'mit ((Zahl)) Niederlassungen auf ((Zahl)) Kontinenten(...)']"
glücklicherweise,adv,style,filler,['-']
gottseidank,adv,style,filler,['-']
greenlighten,v,style,anglicism,"['freigeben', 'erlauben', 'grünes Licht geben']"
größtenteils,adv,style,filler,['-']
gänzlich,adv,style,filler,['-']
halt,adv,style,filler,['-']
hard-core,a,style,exaggerating,"['heftig', 'engagiert', 'kompromisslos', 'anstrengend', 'unerfreulich']"
hardcore,a,style,exaggerating,"['heftig', 'engagiert', 'kompromisslos', 'anstrengend', 'unerfreulich']"
herausragend,a,style,exaggerating,"['kreativ', 'einfallsreich', 'gut', 'überraschend', 'eindrucksvoll', 'erfreulich', 'zur großen Zufriedenheit aller']"
hervorragend,a,style,exaggerating,"['kreativ', 'einfallsreich', 'gut', 'überraschend', 'eindrucksvoll', 'erfreulich', 'zur großen Zufriedenheit aller']"
high-priority,a,style,anglicism,"['wichtig', 'dringend', 'vordringlich', 'priorisiert', 'mit hoher Priorität']"
highpriority,a,style,anglicism,"['wichtig', 'dringend', 'vordringlich', 'priorisiert', 'mit hoher Priorität']"
hingegen,adv,style,filler,['-']
hinlänglich,adv,style,filler,['-']
hoch-motiviert,a,style,hollow,"['--- nicht auf Menschen beziehen', 'engagiert', 'begeisterungsfähig', 'zur Eigeninitiative', 'bereit, sich zu engagieren']"
hochmotiviert,a,style,hollow,"['--- nicht auf Menschen beziehen', 'engagiert', 'begeisterungsfähig', 'zur Eigeninitiative', 'bereit, sich zu engagieren']"
hochwertig,a,style,hollow,"['von guter Qualität', 'dauerhaft', 'stabil', 'belastbar', 'wertbeständig']"
häufig,adv,style,filler,['-']
höchst,adv,style,filler,['-']
höchstens,adv,style,filler,['-']
immer,adv,style,filler,['-']
immerhin,adv,style,filler,['-']
immerzu,adv,style,filler,['-']
indessen,adv,style,filler,['-']
infolgedessen,adv,style,filler,['-']
innovativ,a,style,hollow,"['einfallsreich', 'neuartig', 'kreativ', 'schöpferisch', 'erfindungsreich', 'zukunftsweisend', 'bahnbrechend', 'ideenreich', 'fortschrittlich']"
insane,a,style,anglicism,"['hektisch', 'fahrig', 'besorgt', 'echt unglücklich', 'durchgedreht']"
insbesondere,adv,style,filler,['-']
international,a,style,hollow,"['in vielen Ländern vertreten', 'auf allen Kontinenten vertreten', 'in ((Länder)) tätig(...)', 'in Ländern in ((Kontinente)) tätig(...)', 'mit ((Zahl)) Niederlassungen auf ((Zahl)) Kontinenten(...)']"
inzwischen,adv,style,filler,['-']
irgend,adv,style,filler,['-']
irgendein,adv,style,filler,['-']
irgendjemand,adv,style,filler,['-']
irgendwann,adv,style,filler,['-']
irgendwie,adv,style,filler,['-']
irgendwo,adv,style,filler,['-']
je,adv,style,filler,['-']
jedenfalls,adv,style,filler,['-']
kaum,adv,style,filler,['-']
keinesfalls,adv,style,filler,['-']
keineswegs,adv,style,filler,['-']
lediglich,adv,style,filler,['-']
leider,adv,style,filler,['-']
letztlich,adv,style,filler,['-']
längst,adv,style,filler,['-']
lösungsorientiert,a,style,hollow,"['pragmatisch', 'umsetzungsfreudig']"
manchmal,adv,style,filler,['-']
maßgeblich,a,style,hollow,"['relevant', 'verantwortlich', '(wird) großgeschrieben', 'zum Ergebnis beitragend']"
mehrfach,adv,style,filler,['-']
meinetwegen,adv,style,filler,['-']
meist,adv,style,filler,['-']
meistens,adv,style,filler,['-']
meistenteils,adv,style,filler,['-']
mindestens,adv,style,filler,['-']
mithin,adv,style,filler,['-']
mitunter,adv,style,filler,['-']
möglicherweise,adv,style,filler,['-']
möglichst,adv,style,filler,['-']
nachweisbar,a,style,exaggerating,"['dokumentiert', 'nachvollziehbar', 'belegbar']"
nachweisen,v,style,exaggerating,"['dokumentieren', 'nachvollziehbar aufzeigen']"
naturgemäß,adv,style,filler,['-']
natürlich,adv,style,filler,['-']
neuerdings,adv,style,filler,['-']
neuerlich,adv,style,filler,['-']
neulich,adv,style,filler,['-']
nichtsdestoweniger,adv,style,filler,['-']
niemals,adv,style,filler,['-']
normal,a,style,hollow,"['--- nicht auf Menschen beziehen', 'typisch', 'vorschriftsmäßig', 'neurotypisch', 'den Regeln entsprechend']"
nun,adv,style,filler,['-']
nur,adv,style,filler,['-']
nämlich,adv,style,filler,['-']
obligatorisch,a,style,exaggerating,"['nützlich', 'hilfreich', 'wichtig, um (...)']"
offenbar,adv,style,filler,['-']
offenkundig,adv,style,filler,['-']
offensichtlich,adv,style,filler,['-']
oft,adv,style,filler,['-']
ohnedies,adv,style,filler,['-']
on-budget,a,style,anglicism,['im Budgetrahmen']
on-time,a,style,anglicism,['im Zeitplan']
onbudget,a,style,anglicism,['im Budgetrahmen']
ontime,a,style,anglicism,['im Zeitplan']
partout,adv,style,filler,['-']
perfekt,a,style,exaggerating,"['ausgereift', 'passend', 'zielführend', 'effektiv', 'interessant', 'geeignet', 'umfassend', 'richtig', 'angebracht', 'gültig', 'gleichwertig', 'praktisch', 'unkompliziert', 'in vollem Umfang']"
pitchen,v,style,anglicism,"['verkaufen', 'bewerben', 'Verkaufsgespräch führen']"
plötzlich,adv,style,filler,['-']
problemlos,a,style,exaggerating,"['einfach', 'leicht', 'reibungslos', 'praktisch', 'bequem', 'ohne großen Aufwand', 'mit Leichtigkeit', 'gut verständlich']"
quasi,adv,style,filler,['-']
quer-denken,v,style,hollow,"['in neuen Mustern denken', 'kreativ denken', 'über den eigenen Tellerrand blicken', 'lateral denken', 'aus einem neuen Blinkwinkel betrachten']"
querdenken,v,style,hollow,"['in neuen Mustern denken', 'kreativ denken', 'über den eigenen Tellerrand blicken', 'lateral denken', 'aus einem neuen Blinkwinkel betrachten']"
recht,adv,style,filler,['-']
reflektieren,v,style,exaggerating,"['überdenken', 'betrachten', 'reindenken(...)', 'sich gedanklich intensiv befassen(...)']"
reichlich,adv,style,filler,['-']
reiflich,adv,style,filler,['-']
reingestafft,a,style,anglicism,"['zugeteilt', 'Arbeitskräfte zugewiesen', 'Personenstunden bewilligt']"
reinstaffen,v,style,anglicism,"['zuteilen', 'Arbeitskräfte zuweisen', 'Personenstunden bewilligen']"
relativ,adv,style,filler,['-']
restlos,adv,style,filler,['-']
resyncen,v,style,anglicism,"['abstimmen', 'koordinieren', 'abgleichen', 'in Einklang bringen']"
richtiggehend,adv,style,filler,['-']
rundheraus,adv,style,filler,['-']
rundum,adv,style,filler,['-']
sattsam,adv,style,filler,['-']
schlicht,adv,style,filler,['-']
schlichtweg,adv,style,filler,['-']
schließlich,adv,style,filler,['-']
schlußendlich,adv,style,filler,['-']
schon,adv,style,filler,['-']
sehr,a,style,filler,['-']
selbst,adv,style,filler,['-']
selbstredend,adv,style,filler,['-']
selbstverständlich,adv,style,filler,['-']
selten,adv,style,filler,['-']
seltsamerweise,adv,style,filler,['-']
shiften,v,style,anglicism,"['umverteilen', 'verschieben', 'versetzen']"
sicherlich,adv,style,filler,['-']
so,adv,style,filler,['-']
sogar,adv,style,filler,['-']
sonst,adv,style,filler,['-']
sowieso,adv,style,filler,['-']
sozusagen,adv,style,filler,['-']
state-of-the-art,i,style,hollow,"['auf dem neuesten Stand der Technik', 'aktuellen Standards entsprechend', 'im Einklang mit dem letzten Stand der Forschung', 'auf dem höchsten Stand der technologischen Entwicklung', 'fachüblich']"
stellenweise,adv,style,filler,['-']
stets,adv,style,filler,['-']
stilsicher,a,style,exaggerating,"['kultiviert', 'der Situation angemessen auftretend', 'Gepflogenheiten routiniert respektierend']"
stressen,v,style,anglicism,"['betonen', 'hervorheben', 'mit Nachdruck bewerben', 'unterstreichen']"
supporten,v,style,anglicism,['unterstützen']
sweettalken,v,style,anglicism,"['umgarnen', '']"
teamfähig,a,style,hollow,"['kooperationsfähig', 'offen gegenüber verschiedenen Menschen und Verhaltensweisen', 'fähig mit Unterschieden und Gemeinsamkeiten umzugehen', 'kommunikationsfähig', 'kompromissbereit zugunsten des gemeinsamen Ziels']"
trotzdem,adv,style,filler,['-']
umständehalber,adv,style,filler,['-']
unbedingt,adv,style,filler,['-']
unerhört,adv,style,filler,['-']
ungefähr,adv,style,filler,['-']
ungemein,adv,style,filler,['-']
ungewöhnlich,adv,style,filler,['-']
ungleich,adv,style,filler,['-']
unglücklicherweise,adv,style,filler,['-']
unlängst,adv,style,filler,['-']
unmaßgeblich,adv,style,filler,['-']
unsagbar,adv,style,filler,['-']
unstreitig,adv,style,filler,['-']
unsäglich,adv,style,filler,['-']
unwiderstehlich,a,style,exaggerating,"['für sich einnehmen', 'interessant', 'einladend', 'Kundenbedürfnisse identifiziert und bedient haben(...)']"
unzweifelhaft,adv,style,filler,['-']
value-adden,v,style,anglicism,"['beitragen', 'etwas beitragen', 'sinnvollen Beitrag leisten']"
valueadden,v,style,anglicism,"['beitragen', 'etwas beitragen', 'sinnvollen Beitrag leisten']"
vergleichsweise,adv,style,filler,['-']
vermutlich,adv,style,filler,['-']
vielfach,adv,style,filler,['-']
vielleicht,adv,style,filler,['-']
vollends,adv,style,filler,['-']
vollkommen,adv,style,filler,['-']
vollständig,adv,style,filler,['-']
vor-allem,a,style,hollow,"['als Wichtigstes', 'namentlich', 'vorrangig']"
vorallem,a,style,hollow,"['als Wichtigstes', 'namentlich', 'vorrangig']"
völlig,adv,style,filler,['-']
wahrscheinlich,adv,style,filler,['-']
weidlich,adv,style,filler,['-']
weitgehend,adv,style,filler,['-']
weltweit,a,style,hollow,"['in vielen Ländern vertreten', 'auf allen Kontinenten vertreten', 'in ((Länder)) tätig', 'in vielen Ländern ((Kontinente)) tätig(...)', 'mit ((Zahl)) Niederlassungen auf ((Zahl)) Kontinenten(...)']"
wenigstens,adv,style,filler,['-']
wieder,adv,style,filler,['-']
wiederum,adv,style,filler,['-']
wirklich,adv,style,filler,['-']
wohl,adv,style,filler,['-']
wohlgemerkt,adv,style,filler,['-']
womöglich,adv,style,filler,['-']
world-class,a,style,anglicism,"['hochwertig', 'Weltklasse', 'mit guten Erfolgschancen auf dem Weltmarkt(...)', 'mit Weltformat (...)', 'hat das Potenzial, sich auf dem Weltmarkt durchzusetzen(...)']"
worldclass,a,style,anglicism,"['hochwertig', 'Weltklasse', 'mit guten Erfolgschancen auf dem Weltmarkt(...)', 'mit Weltformat (...)', 'hat das Potenzial, sich auf dem Weltmarkt durchzusetzen(...)']"
ziemlich,adv,style,filler,['-']
zudem,adv,style,filler,['-']
zugegeben,adv,style,filler,['-']
zumeist,adv,style,filler,['-']
zusehends,adv,style,filler,['-']
zuweilen,adv,style,filler,['-']
zweifellos,adv,style,filler,['-']
zweifelsfrei,adv,style,filler,['-']
zweifelsohne,adv,style,filler,['-']
Überflieger,s,style,exaggerating,"['kompetenter Mensch', 'fähiger Mensch', 'tatkräftige Person', 'Tatmensch', 'Überflieger~in~/~Überflieger', 'jemand, der durch Kompetenz überrascht(...)', 'jemand, der Meilensteine leicht und kreativ umsetzt(...)', 'kompetenter Mensch', 'fähiger Mensch', 'tatkräftige Person', 'Tatmensch', 'Überflieger~innen~ und ~Überflieger', 'jemand, der durch Kompetenz überrascht(...)', 'jemand, der Meilensteine leicht und kreativ umsetzt(...)']"
äußerst,a,style,exaggerating,"['ausgesprochen', 'hochgradig', 'mit Feuereifer']"
überaus,adv,style,filler,['-']
überdies,adv,style,filler,['-']
